IATA_Code,Airport_Name,City,Country,Country_Code,Airport_Type
ABY,Southwest Georgia Regional Airport,Albany,US,US,medium_airport
ABQ,Albuquerque International Sunport,Albuquerque,US,US,large_airport
WKK,Aleknagik - New Airport,Aleknagik,US,US,medium_airport
AEX,Alexandria International Airport,Alexandria,US,US,medium_airport
AXN,Chandler Field,Alexandria,US,US,medium_airport
ESF,Esler Army Airfield - Esler Regional Airport,Alexandria,US,US,medium_airport
ALI,Alice International Airport,Alice,US,US,medium_airport
ABE,Lehigh Valley International Airport,Allentown-Bethlehem,US,US,medium_airport
AIA,Alliance Municipal Airport,Alliance,US,US,medium_airport
APN,Alpena County Regional Airport,Alpena,US,US,medium_airport
RUI,Sierra Blanca Regional Airport,Alto,US,US,medium_airport
ALN,St Louis Regional Airport,Alton-St Louis,US,US,medium_airport
AOO,Altoona Blair County Airport,Altoona,US,US,medium_airport
LTS,Altus Air Force Base,Altus,US,US,medium_airport
AMA,Rick Husband Amarillo International Airport,Amarillo,US,US,medium_airport
ABL,Ambler Airport,Ambler,US,US,medium_airport
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,US,medium_airport
EDF,Elmendorf Air Force Base,Anchorage,US,US,medium_airport
MRI,Merrill Field,Anchorage,US,US,medium_airport
ANC,Ted Stevens Anchorage International Airport,Anchorage,US,US,large_airport
AND,Anderson Regional Airport,Anderson,US,US,medium_airport
LJN,Texas Gulf Coast Regional Airport,Angleton,US,US,medium_airport
ANI,Aniak Airport,Aniak,US,US,medium_airport
ANB,Anniston Regional Airport,Anniston,US,US,medium_airport
ANV,Anvik Airport,Anvik,US,US,medium_airport
ATW,Appleton International Airport,Appleton,US,US,medium_airport
ACV,California Redwood Coast-Humboldt County Airport,Arcata-Eureka,US,US,medium_airport
ARC,Arctic Village Airport,Arctic Village,US,US,medium_airport
AVL,Asheville Regional Airport,Asheville,US,US,medium_airport
JFN,Northeast Ohio Regional Airport,Ashtabula,US,US,medium_airport
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,US,US,medium_airport
AST,Astoria Regional Airport,Astoria,US,US,medium_airport
AHN,Athens Ben Epps Airport,Athens,US,US,medium_airport
PDK,DeKalb Peachtree Airport,Atlanta,US,US,medium_airport
FTY,Fulton County Airport Brown Field,Atlanta,US,US,medium_airport
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,US,US,large_airport
ACY,Atlantic City International Airport,Atlantic City,US,US,medium_airport
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,US,medium_airport
AGS,Augusta Regional At Bush Field,Augusta,US,US,medium_airport
AUG,Augusta State Airport,Augusta,US,US,medium_airport
DNL,Daniel Field,Augusta,US,US,medium_airport
BFK,Buckley Space Force Base,Aurora,US,US,medium_airport
AUS,Austin Bergstrom International Airport,Austin,US,US,large_airport
BKE,Baker City Municipal Airport,Baker City,US,US,medium_airport
BFL,Meadows Field,Bakersfield,US,US,medium_airport
BWI,Baltimore-Washington International Thurgood Marshall Airport,Baltimore,US,US,large_airport
MTN,Martin State Airport,Baltimore,US,US,medium_airport
BGR,Bangor International Airport,Bangor,US,US,medium_airport
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,US,US,medium_airport
MPV,Edward F Knapp State Airport,Barre-Montpelier,US,US,medium_airport
BTI,Barter Island Long Range Radar Station Airport,Barter Island,US,US,medium_airport
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,US,US,medium_airport
BTL,Battle Creek Executive Airport at Kellogg Field,Battle Creek,US,US,medium_airport
BDE,Baudette International Airport,Baudette,US,US,medium_airport
BAB,Beale Air Force Base,Beale Air Force Base,US,US,medium_airport
BPT,Jack Brooks Regional Airport,Beaumont-Port Arthur,US,US,medium_airport
BKW,Raleigh County Memorial Airport,Beaver,US,US,medium_airport
BFP,Beaver County Airport,Beaver Falls,US,US,medium_airport
BED,Laurence G Hanscom Field,Bedford,US,US,medium_airport
BLV,Scott AFB-Midamerica Airport,Belleville,US,US,medium_airport
BLI,Bellingham International Airport,Bellingham,US,US,medium_airport
BJI,Bemidji Regional Airport,Bemidji,US,US,medium_airport
BET,Bethel Airport,Bethel,US,US,medium_airport
BVY,Beverly Regional Airport,Beverly - Danvers,US,US,medium_airport
BPI,Miley Memorial Field,Big Piney,US,US,medium_airport
BIL,Billings Logan International Airport,Billings,US,US,medium_airport
BIX,Keesler Air Force Base,Biloxi,US,US,medium_airport
BGM,Greater Binghamton-Edwin A Link field,Binghamton,US,US,medium_airport
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,US,US,large_airport
BIH,Eastern Sierra Regional Airport,Bishop,US,US,medium_airport
BIS,Bismarck Municipal Airport,Bismarck,US,US,medium_airport
BMG,Monroe County Airport,Bloomington,US,US,medium_airport
BMI,Central Illinois Regional Airport at Bloomington-Normal,Bloomington-Normal,US,US,medium_airport
TRI,Tri-Cities Regional TN-VA Airport,Blountville,US,US,medium_airport
BLF,Mercer County Airport,Bluefield,US,US,medium_airport
BLH,Blythe Airport,Blythe,US,US,medium_airport
BYH,Arkansas International Airport,Blytheville,US,US,medium_airport
BCT,Boca Raton Airport,Boca Raton,US,US,medium_airport
BOI,Boise Air Terminal-Gowen Field,Boise,US,US,large_airport
BAD,Barksdale Air Force Base,Bossier City,US,US,medium_airport
BOS,Boston Logan International Airport,Boston,US,US,large_airport
BLD,Boulder City Municipal Airport,Boulder City,US,US,medium_airport
BWG,Bowling Green Warren County Regional Airport,Bowling Green,US,US,medium_airport
BZN,Bozeman Yellowstone International Airport,Bozeman,US,US,medium_airport
BFD,Bradford Regional Airport,Bradford,US,US,medium_airport
BBD,Curtis Field,Brady,US,US,medium_airport
BRD,Brainerd Lakes Regional Airport,Brainerd,US,US,medium_airport
BKG,Branson Airport,Branson,US,US,medium_airport
PWT,Bremerton National Airport,Bremerton,US,US,medium_airport
BDR,Igor I Sikorsky Memorial Airport,Bridgeport,US,US,medium_airport
CKB,North Central West Virginia Airport,Bridgeport,US,US,medium_airport
BRO,Brownsville South Padre Island International Airport,Brownsville,US,US,medium_airport
NHZ,Brunswick Executive Airport,Brunswick,US,US,medium_airport
BQK,Brunswick Golden Isles Airport,Brunswick,US,US,medium_airport
BCE,Bryce Canyon Airport,Bryce Canyon,US,US,medium_airport
BUF,Buffalo Niagara International Airport,Buffalo,US,US,large_airport
IFP,Laughlin Bullhead International Airport,Bullhead City,US,US,medium_airport
BUR,Hollywood Burbank-Bob Hope Airport,Burbank,US,US,large_airport
BYI,Burley Municipal Airport,Burley,US,US,medium_airport
BTV,Patrick Leahy Burlington International Airport,Burlington,US,US,medium_airport
BRL,Southeast Iowa Regional Airport,Burlington,US,US,medium_airport
BNO,Burns Municipal Airport,Burns,US,US,medium_airport
BTM,Bert Mooney Airport,Butte,US,US,medium_airport
VOK,Volk Field,Camp Douglas,US,US,medium_airport
ADW,Joint Base Andrews,Camp Springs,US,US,medium_airport
CGI,Cape Girardeau Regional Airport,Cape Girardeau,US,US,medium_airport
LUR,Cape Lisburne LRRS Airport,Cape Lisburne,US,US,medium_airport
EHM,Cape Newenham LRRS Airport,Cape Newenham,US,US,medium_airport
CZF,Cape Romanzof LRRS Airport,Cape Romanzof,US,US,medium_airport
CAR,Caribou Municipal Airport,Caribou,US,US,medium_airport
CNM,Cavern City Air Terminal,Carlsbad,US,US,medium_airport
CLD,McClellan-Palomar Airport,Carlsbad,US,US,medium_airport
CSN,Carson Airport,Carson City,US,US,medium_airport
CPR,Casper-Natrona County International Airport,Casper,US,US,medium_airport
CDC,Cedar City Regional Airport,Cedar City,US,US,medium_airport
CID,The Eastern Iowa Airport,Cedar Rapids,US,US,medium_airport
CDR,Chadron Municipal Airport,Chadron,US,US,medium_airport
CNU,Chanute Martin Johnson Airport,Chanute,US,US,medium_airport
CCY,Northeast Iowa Regional Airport,Charles City,US,US,medium_airport
CHS,Charleston International Airport,Charleston,US,US,large_airport
CRW,Yeager Airport,Charleston,US,US,medium_airport
CLT,Charlotte Douglas International Airport,Charlotte,US,US,large_airport
CHO,Charlottesville Albemarle Airport,Charlottesville,US,US,medium_airport
CHA,Chattanooga Metropolitan Airport (Lovell Field),Chattanooga,US,US,medium_airport
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,US,US,medium_airport
MDW,Chicago Midway International Airport,Chicago,US,US,large_airport
ORD,Chicago O'Hare International Airport,Chicago,US,US,large_airport
PWK,Chicago Executive Airport,Chicago-Prospect Heights-Wheeling,US,US,medium_airport
RFD,Chicago Rockford International Airport,Chicago-Rockford,US,US,medium_airport
DPA,Dupage Airport,Chicago-West Chicago,US,US,medium_airport
CEF,Westover Metropolitan Airport - Westover Air Reserve Base,Chicopee,US,US,medium_airport
CDS,Childress Municipal Airport,Childress,US,US,medium_airport
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,US,medium_airport
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati - Covington,US,US,large_airport
BKL,Burke Lakefront Airport,Cleveland,US,US,medium_airport
CLE,Cleveland Hopkins International Airport,Cleveland,US,US,large_airport
CGF,Cuyahoga County Airport,Cleveland,US,US,medium_airport
CVS,Cannon Air Force Base,Clovis,US,US,medium_airport
CVN,Clovis Municipal Airport,Clovis,US,US,medium_airport
COF,Patrick Space Force Base,Cocoa Beach,US,US,medium_airport
COD,Yellowstone Regional Airport,Cody,US,US,medium_airport
COE,Coeur D'Alene Airport - Pappy Boyington Field,Coeur d'Alene,US,US,medium_airport
CDB,Cold Bay Airport,Cold Bay,US,US,medium_airport
CLL,Easterwood Field,College Station,US,US,medium_airport
COS,City of Colorado Springs Municipal Airport,Colorado Springs,US,US,large_airport
CAE,Columbia Metropolitan Airport,Columbia,US,US,medium_airport
COU,Columbia Regional Airport,Columbia,US,US,medium_airport
CUB,Jim Hamilton L.B. Owens Airport,Columbia,US,US,medium_airport
CBM,Columbus Air Force Base,Columbus,US,US,medium_airport
CSG,Columbus Airport,Columbus,US,US,medium_airport
CLU,Columbus Municipal Airport,Columbus,US,US,medium_airport
OLU,Columbus Municipal Airport,Columbus,US,US,medium_airport
CMH,John Glenn Columbus International Airport,Columbus,US,US,large_airport
LCK,Rickenbacker International Airport,Columbus,US,US,medium_airport
OSU,The Ohio State University Airport - Don Scott Field,Columbus,US,US,medium_airport
GTR,Golden Triangle Regional Airport,Columbus-W Point-Starkville,US,US,medium_airport
CCR,Buchanan Field,Concord,US,US,medium_airport
CON,Concord Municipal Airport,Concord,US,US,medium_airport
USA,Concord-Padgett Regional Airport,Concord,US,US,medium_airport
CDV,Merle K (Mudhole) Smith Airport,Cordova,US,US,medium_airport
CRP,Corpus Christi International Airport,Corpus Christi,US,US,medium_airport
NGP,Naval Air Station Corpus Christi Truax Field,Corpus Christi,US,US,medium_airport
CEZ,Cortez Municipal Airport,Cortez,US,US,medium_airport
CVO,Corvallis Municipal Airport,Corvallis,US,US,medium_airport
CEC,Jack Mc Namara Field Airport,Crescent City,US,US,medium_airport
CEW,Bob Sikes Airport,Crestview,US,US,medium_airport
EGI,Duke Field,Crestview,US,US,medium_airport
CSV,Crossville Memorial Airport Whitson Field,Crossville,US,US,medium_airport
CTB,Cut Bank International Airport,Cut Bank,US,US,medium_airport
DAG,Barstow Daggett Airport,Daggett,US,US,medium_airport
DHT,Dalhart Municipal Airport,Dalhart,US,US,medium_airport
DAL,Dallas Love Field,Dallas,US,US,large_airport
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,US,US,large_airport
DLS,Columbia Gorge Regional Airport,Dallesport - The Dalles,US,US,medium_airport
DXR,Danbury Municipal Airport,Danbury,US,US,medium_airport
DAN,Danville Regional Airport,Danville,US,US,medium_airport
DAY,James M. Cox Dayton International Airport,Dayton,US,US,medium_airport
FFO,Wright-Patterson Air Force Base,Dayton,US,US,medium_airport
DAB,Daytona Beach International Airport,Daytona Beach,US,US,medium_airport
DRI,Beauregard Regional Airport,DeRidder,US,US,medium_airport
SCC,Deadhorse Airport,Deadhorse,US,US,medium_airport
DEC,Decatur Airport,Decatur,US,US,medium_airport
DRG,Deering Airport,Deering,US,US,medium_airport
DRT,Del Rio International Airport,Del Rio,US,US,medium_airport
DLF,Laughlin Air Force Base,Del Rio,US,US,medium_airport
BIG,Allen Army Airfield,Delta Junction Ft Greely,US,US,medium_airport
DMN,Deming Municipal Airport,Deming,US,US,medium_airport
PNX,North Texas Regional Airport Perrin Field,Denison,US,US,medium_airport
APA,Centennial Airport,Denver,US,US,medium_airport
DEN,Denver International Airport,Denver,US,US,large_airport
BJC,Rocky Mountain Metropolitan Airport,Denver,US,US,medium_airport
DSM,Des Moines International Airport,Des Moines,US,US,large_airport
DSI,Destin Executive Airport,Destin,US,US,medium_airport
DET,Coleman A. Young Municipal Airport,Detroit,US,US,medium_airport
DTW,Detroit Metropolitan Wayne County Airport,Detroit,US,US,large_airport
YIP,Willow Run Airport,Detroit,US,US,medium_airport
DVL,Devils Lake Regional Airport,Devils Lake,US,US,medium_airport
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,US,US,medium_airport
DLG,Dillingham Airport,Dillingham,US,US,medium_airport
DDC,Dodge City Regional Airport,Dodge City,US,US,medium_airport
DHN,Dothan Regional Airport,Dothan,US,US,medium_airport
DUG,Bisbee Douglas International Airport,Douglas Bisbee,US,US,medium_airport
DOV,Dover Civil Air Terminal-Dover Air Force Base,Dover,US,US,medium_airport
DUJ,DuBois Regional Airport,Dubois,US,US,medium_airport
DBQ,Dubuque Regional Airport,Dubuque,US,US,medium_airport
IAD,Washington Dulles International Airport,Dulles,US,US,large_airport
DLH,Duluth International Airport,Duluth,US,US,medium_airport
DRO,Durango La Plata County Airport,Durango,US,US,medium_airport
DUA,Durant Regional Airport - Eaker Field,Durant,US,US,medium_airport
EGE,Eagle County Regional Airport,Eagle,US,US,medium_airport
FRG,Republic Airport,East Farmingdale,US,US,medium_airport
MMT,Mc Entire Joint National Guard Base,Eastover,US,US,medium_airport
ESD,Orcas Island Airport,Eastsound,US,US,medium_airport
EAU,Chippewa Valley Regional Airport,Eau Claire,US,US,medium_airport
EDW,Edwards Air Force Base,Edwards,US,US,medium_airport
EGX,Egegik Airport,Egegik,US,US,medium_airport
NJK,El Centro NAF Airport (Vraciu Field),El Centro,US,US,medium_airport
ELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,US,US,medium_airport
ELP,El Paso International Airport,El Paso,US,US,large_airport
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,US,US,medium_airport
EKN,Elkins-Randolph County Regional Airport,Elkins,US,US,medium_airport
EKO,Elko Regional Airport,Elko,US,US,medium_airport
ELM,Elmira Corning Regional Airport,Elmira-Corning,US,US,medium_airport
ELY,Ely Airport Yelland Field,Ely,US,US,medium_airport
LYU,Ely Municipal Airport,Ely,US,US,medium_airport
EMK,Emmonak Airport,Emmonak,US,US,medium_airport
END,Vance Air Force Base,Enid,US,US,medium_airport
ERI,Erie International Tom Ridge Field,Erie,US,US,medium_airport
ESC,Delta County Airport,Escanaba,US,US,medium_airport
EUG,Eugene Airport,Eugene,US,US,medium_airport
EKA,Murray Field,Eureka,US,US,medium_airport
EVW,Evanston-Uinta County Airport-Burns Field,Evanston,US,US,medium_airport
EVV,Evansville Regional Airport,Evansville,US,US,medium_airport
PAE,Seattle Paine Field International Airport,Everett,US,US,medium_airport
TTN,Trenton Mercer Airport,Ewing Township,US,US,medium_airport
EIL,Eielson Air Force Base,Fairbanks,US,US,medium_airport
FAI,Fairbanks International Airport,Fairbanks,US,US,medium_airport
FBK,Ladd Army Airfield,Fairbanks,US,US,medium_airport
SUU,Travis Air Force Base,Fairfield,US,US,medium_airport
NFL,Fallon Naval Air Station,Fallon,US,US,medium_airport
FAR,Hector International Airport,Fargo,US,US,medium_airport
FMN,Four Corners Regional Airport,Farmington,US,US,medium_airport
FYV,Drake Field,Fayetteville,US,US,medium_airport
FAY,Fayetteville Regional Airport - Grannis Field,Fayetteville,US,US,medium_airport
XNA,Northwest Arkansas National Airport,Fayetteville-Springdale-Rogers,US,US,medium_airport
FDY,Findlay Airport,Findlay,US,US,medium_airport
FLG,Flagstaff Pulliam Airport,Flagstaff,US,US,medium_airport
FNT,Bishop International Airport,Flint,US,US,medium_airport
FLO,Florence Regional Airport,Florence,US,US,medium_airport
DAA,Davison Army Air Field,Fort Belvoir,US,US,medium_airport
LSF,Lawson Army Air Field,Fort Benning,US,US,medium_airport
BIF,Biggs Army Air Field (Fort Bliss),Fort Bliss-El Paso,US,US,medium_airport
POB,Pope Field,Fort Bragg,US,US,medium_airport
FBG,Simmons Army Air Field,Fort Bragg,US,US,medium_airport
HOP,Campbell Army Airfield (Fort Campbell),Fort Campbell,US,US,medium_airport
FCS,Butts AAF (Fort Carson) Air Field,Fort Carson,US,US,medium_airport
GRK,Killeen Regional Airport - Robert Gray Army Airfield,Fort Cavazos,US,US,medium_airport
FOD,Fort Dodge Regional Airport,Fort Dodge,US,US,medium_airport
FHU,Sierra Vista Municipal Airport - Libby Army Air Field,Fort Huachuca - Sierra Vista,US,US,medium_airport
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),US,US,medium_airport
BYS,Bicycle Lake Army Air Field,Fort Irwin-Barstow,US,US,medium_airport
FTK,Godman Army Air Field,Fort Knox,US,US,medium_airport
FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,US,US,medium_airport
FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,US,US,large_airport
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,US,medium_airport
GRF,Gray Army Air Field,Fort Lewis-Tacoma,US,US,medium_airport
FME,Fort Meade Executive Airport,Fort Meade(Odenton),US,US,medium_airport
FMY,Page Field,Fort Myers,US,US,medium_airport
RSW,Southwest Florida International Airport,Fort Myers,US,US,large_airport
FPR,Treasure Coast International Airport,Fort Pierce,US,US,medium_airport
POE,Polk Army Air Field,Fort Polk,US,US,medium_airport
FRI,Marshall Army Air Field,Fort Riley (Junction City),US,US,medium_airport
OZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker-Ozark,US,US,medium_airport
FSI,Henry Post Army Air Field,Fort Sill,US,US,medium_airport
FSM,Fort Smith Regional Airport,Fort Smith,US,US,medium_airport
FST,Fort Stockton Pecos County Airport,Fort Stockton,US,US,medium_airport
FWA,Fort Wayne International Airport,Fort Wayne,US,US,medium_airport
FTW,Fort Worth Meacham International Airport,Fort Worth,US,US,medium_airport
FWH,NAS Fort Worth JRB - Carswell Field,Fort Worth,US,US,medium_airport
AFW,Perot Field-Fort Worth Alliance Airport,Fort Worth,US,US,medium_airport
FYU,Fort Yukon Airport,Fort Yukon,US,US,medium_airport
FKL,Venango Regional Airport,Franklin,US,US,medium_airport
MBS,MBS International Airport,Freeland,US,US,medium_airport
FAT,Fresno Yosemite International Airport,Fresno,US,US,large_airport
FRD,Friday Harbor Airport,Friday Harbor,US,US,medium_airport
GNV,Gainesville Regional Airport,Gainesville,US,US,medium_airport
GAL,Edward G. Pitka Sr Airport,Galena,US,US,medium_airport
GUP,Gallup Municipal Airport,Gallup,US,US,medium_airport
GLS,Scholes International At Galveston Airport,Galveston,US,US,medium_airport
GAM,Gambell Airport,Gambell,US,US,medium_airport
GCK,Garden City Regional Airport,Garden City,US,US,medium_airport
GYY,Gary-Chicago International Airport,Gary,US,US,medium_airport
GCC,Northeast Wyoming Regional Airport,Gillette,US,US,medium_airport
GGW,Glasgow Valley County Airport Wokal Field,Glasgow,US,US,medium_airport
LUF,Luke Air Force Base,Glendale,US,US,medium_airport
GDV,Dawson Community Airport,Glendive,US,US,medium_airport
GFL,Floyd Bennett Memorial Airport,Glens Falls,US,US,medium_airport
GSB,Seymour Johnson Air Force Base,Goldsboro,US,US,medium_airport
GLD,Goodland Municipal Airport,Goodland,US,US,medium_airport
GCN,Grand Canyon National Park Airport,Grand Canyon - Tusayan,US,US,medium_airport
RDR,Grand Forks Air Force Base,Grand Forks,US,US,medium_airport
GFK,Grand Forks International Airport,Grand Forks,US,US,medium_airport
GRI,Central Nebraska Regional Airport,Grand Island,US,US,medium_airport
GJT,Grand Junction Regional Airport,Grand Junction,US,US,medium_airport
GRR,Gerald R. Ford International Airport,Grand Rapids,US,US,large_airport
GTF,Great Falls International Airport,Great Falls,US,US,medium_airport
GRB,Austin Straubel International Airport,Green Bay,US,US,medium_airport
GSO,Piedmont Triad International Airport,Greensboro,US,US,large_airport
GMU,Greenville Downtown Airport,Greenville,US,US,medium_airport
GLH,Mid Delta Regional Airport,Greenville,US,US,medium_airport
PGV,Pitt-Greenville Airport,Greenville,US,US,medium_airport
GSP,Greenville-Spartanburg International Airport,Greenville-Greer-Spartanburg,US,US,medium_airport
GWO,Greenwood–Leflore Airport,Greenwood,US,US,medium_airport
GON,Groton New London Airport,Groton,US,US,medium_airport
GPT,Gulfport Biloxi International Airport,Gulfport,US,US,medium_airport
GKN,Gulkana Airport,Gulkana,US,US,medium_airport
GUC,Gunnison Crested Butte Regional Airport,Gunnison,US,US,medium_airport
GST,Gustavus Airport,Gustavus,US,US,medium_airport
GUY,Guymon Municipal Airport,Guymon,US,US,medium_airport
MQT,Marquette-Sawyer International Airport,Gwinn,US,US,medium_airport
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,US,medium_airport
SUN,Friedman Memorial Airport,Hailey,US,US,medium_airport
HNS,Haines Airport,Haines,US,US,medium_airport
LFI,Langley Air Force Base,Hampton,US,US,medium_airport
HNM,Hana Airport,Hana,US,US,medium_airport
CMX,Houghton County Memorial Airport,Hancock,US,US,medium_airport
HRL,Valley International Airport,Harlingen,US,US,medium_airport
MDT,Harrisburg International Airport,Harrisburg,US,US,medium_airport
HRO,Boone County Airport,Harrison,US,US,medium_airport
BDL,Bradley International Airport,Hartford,US,US,large_airport
HFD,Hartford Brainard Airport,Hartford,US,US,medium_airport
HBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US,US,medium_airport
HVR,Havre City County Airport,Havre,US,US,medium_airport
HHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,US,medium_airport
HDN,Yampa Valley Airport,Hayden,US,US,medium_airport
HYS,Hays Regional Airport,Hays,US,US,medium_airport
HYR,Sawyer County Airport,Hayward,US,US,medium_airport
HLN,Helena Regional Airport,Helena,US,US,medium_airport
HIB,Range Regional Airport,Hibbing,US,US,medium_airport
HKY,Hickory Regional Airport,Hickory,US,US,medium_airport
ITO,Hilo International Airport,Hilo,US,US,medium_airport
HHH,Hilton Head Airport,Hilton Head Island,US,US,medium_airport
HBR,Hobart Regional Airport,Hobart,US,US,medium_airport
HOB,Lea County Regional Airport,Hobbs,US,US,medium_airport
HWO,North Perry Airport,Hollywood,US,US,medium_airport
HCR,Holy Cross Airport,Holy Cross,US,US,medium_airport
HOM,Homer Airport,Homer,US,US,medium_airport
HST,Homestead Air Reserve Base,Homestead,US,US,medium_airport
HNL,Daniel K. Inouye International Airport,"Honolulu, Oahu",US,US,large_airport
HQM,Bowerman Airport,Hoquiam,US,US,medium_airport
HOT,Memorial Field Airport,Hot Springs,US,US,medium_airport
HUL,Houlton International Airport,Houlton,US,US,medium_airport
CXO,Conroe-North Houston Regional Airport,Houston,US,US,medium_airport
EFD,Ellington Airport,Houston,US,US,medium_airport
IAH,George Bush Intercontinental Airport,Houston,US,US,large_airport
SGR,Sugar Land Regional Airport,Houston,US,US,medium_airport
HOU,William P. Hobby Airport,Houston,US,US,large_airport
HTS,Tri-State Airport - Milton J. Ferguson Field,Huntington,US,US,medium_airport
HSV,Huntsville International Airport,Huntsville,US,US,medium_airport
HTV,Huntsville Regional Airport,Huntsville,US,US,medium_airport
HON,Huron Regional Airport,Huron,US,US,medium_airport
HSL,Huslia Airport,Huslia,US,US,medium_airport
HUT,Hutchinson Municipal Airport,Hutchinson,US,US,medium_airport
HYA,Cape Cod Gateway Airport,Hyannis,US,US,medium_airport
IDA,Idaho Falls Regional Airport,Idaho Falls,US,US,medium_airport
ILI,Iliamna Airport,Iliamna,US,US,medium_airport
IPL,Imperial County Airport,Imperial,US,US,medium_airport
IND,Indianapolis International Airport,Indianapolis,US,US,large_airport
INL,Falls International Airport,International Falls,US,US,medium_airport
ISP,Long Island MacArthur Airport,Islip,US,US,medium_airport
ITH,Ithaca Tompkins Regional Airport,Ithaca,US,US,medium_airport
JXN,Jackson County Airport-Reynolds Field,Jackson,US,US,medium_airport
JAC,Jackson Hole Airport,Jackson,US,US,medium_airport
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,US,medium_airport
MKL,McKellar-Sipes Regional Airport,Jackson,US,US,medium_airport
VQQ,Cecil Airport,Jacksonville,US,US,medium_airport
CRG,Jacksonville Executive at Craig Airport,Jacksonville,US,US,medium_airport
JAX,Jacksonville International Airport,Jacksonville,US,US,large_airport
NIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,US,US,medium_airport
LRF,Little Rock Air Force Base,Jacksonville,US,US,medium_airport
NRB,Naval Station Mayport - Admiral David L McDonald Field,Jacksonville,US,US,medium_airport
JHW,Chautauqua County-Jamestown Airport,Jamestown,US,US,medium_airport
JMS,Jamestown Regional Airport,Jamestown,US,US,medium_airport
JST,John Murtha Johnstown Cambria County Airport,Johnstown,US,US,medium_airport
JBR,Jonesboro Municipal Airport,Jonesboro,US,US,medium_airport
JLN,Joplin Regional Airport,Joplin,US,US,medium_airport
JCT,Kimble County Airport,Junction,US,US,medium_airport
JNU,Juneau International Airport,Juneau,US,US,medium_airport
OGG,Kahului International Airport,Kahului,US,US,large_airport
KOA,Ellison Onizuka Kona International Airport at Keāhole,Kailua-Kona,US,US,large_airport
AZO,Kalamazoo-Battle Creek International Airport,Kalamazoo,US,US,medium_airport
FCA,Glacier Park International Airport,Kalispell,US,US,medium_airport
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe,US,US,medium_airport
IKK,Greater Kankakee Airport,Kankakee,US,US,medium_airport
MKC,Charles B. Wheeler Downtown Airport,Kansas City,US,US,medium_airport
MCI,Kansas City International Airport,Kansas City,US,US,large_airport
JRF,Kalaeloa Airport,Kapolei,US,US,medium_airport
MKK,Molokai Airport,Kaunakakai,US,US,medium_airport
EAR,Kearney Regional Airport,Kearney,US,US,medium_airport
EEN,Dillant Hopkins Airport,Keene,US,US,medium_airport
BKH,Barking Sands Airport,Kekaha,US,US,medium_airport
KLS,Southwest Washington Regional Airport,Kelso,US,US,medium_airport
ENA,Kenai Municipal Airport,Kenai,US,US,medium_airport
ENW,Kenosha Regional Airport,Kenosha,US,US,medium_airport
KTN,Ketchikan International Airport,Ketchikan,US,US,medium_airport
OCA,Ocean Reef Club Airport,Key Largo,US,US,medium_airport
EYW,Key West International Airport,Key West,US,US,medium_airport
NQX,Naval Air Station Key West-Boca Chica Field,Key West,US,US,medium_airport
IAN,Bob Baker Memorial Airport,Kiana,US,US,medium_airport
CIU,Chippewa County International Airport,Kincheloe,US,US,medium_airport
AKN,King Salmon Airport,King Salmon,US,US,medium_airport
IGM,Kingman Airport,Kingman,US,US,medium_airport
IMT,Ford Airport,Kingsford,US,US,medium_airport
NQI,Kingsville Naval Air Station,Kingsville,US,US,medium_airport
ISO,Kinston Regional Jetport At Stallings Field,Kinston,US,US,medium_airport
IRK,Kirksville Regional Airport,Kirksville,US,US,medium_airport
LMT,Crater Lake-Klamath Regional Airport,Klamath Falls,US,US,medium_airport
KLW,Klawock Airport,Klawock,US,US,medium_airport
SZL,Whiteman Air Force Base,Knob Noster,US,US,medium_airport
TYS,McGhee Tyson Airport,Knoxville-Maryville,US,US,large_airport
ADQ,Kodiak Airport,Kodiak,US,US,medium_airport
OTZ,Ralph Wien Memorial Airport,Kotzebue,US,US,medium_airport
