payroll_id,driver_id,pay_period_start,pay_period_end,payment_date,base_salary_usd,trip_bonuses_usd,performance_bonus_usd,overtime_hours,overtime_pay_usd,deductions_usd,net_pay_usd,payment_method,payment_status,trips_completed,total_distance_km
PAY-01615,DRV-115,2024-11-01,2024-11-30,2024-12-05,898,0.0,0,18,95.36,149.8,843.56,Bank Transfer,Paid,0,0
PAY-01616,DRV-116,2024-11-01,2024-11-30,2024-12-05,776,64.94,49.88,9,59.33,102.49,847.67,Bank Transfer,Paid,8,3882
PAY-01617,DRV-117,2024-11-01,2024-11-30,2024-12-05,810,8.68,0,2,11.27,114.22,715.74,Bank Transfer,Paid,1,213
PAY-01618,DRV-118,2024-11-01,2024-11-30,2024-12-05,912,0.0,0,20,126.13,140.52,897.61,Bank Transfer,Paid,0,0
PAY-01619,DRV-119,2024-11-01,2024-11-30,2024-12-05,841,19.42,46.96,4,24.22,125.52,806.08,Bank Transfer,Paid,2,892
PAY-01620,DRV-120,2024-11-01,2024-11-30,2024-12-05,667,0.0,63.88,2,11.83,107.87,634.84,Bank Transfer,Paid,0,0
PAY-01621,DRV-121,2024-11-01,2024-11-30,2024-12-05,660,0.0,50.65,24,122.08,85.42,747.31,Bank Transfer,Paid,0,0
PAY-01622,DRV-122,2024-11-01,2024-11-30,2024-12-05,739,18.13,0,17,86.55,112.16,731.52,Bank Transfer,Paid,2,1811
PAY-01623,DRV-123,2024-11-01,2024-11-30,2024-12-05,854,0.0,51.73,18,107.08,105.21,907.6,Bank Transfer,Paid,0,0
PAY-01624,DRV-124,2024-11-01,2024-11-30,2024-12-05,707,0.0,42.64,13,78.85,98.08,730.4,Bank Transfer,Paid,0,0
PAY-01625,DRV-125,2024-11-01,2024-11-30,2024-12-05,925,44.0,0,14,72.74,147.63,894.11,Bank Transfer,Paid,4,3192
PAY-01626,DRV-126,2024-11-01,2024-11-30,2024-12-05,901,0.0,0,15,94.06,123.46,871.59,Bank Transfer,Paid,0,0
PAY-01627,DRV-127,2024-11-01,2024-11-30,2024-12-05,903,0.0,33.54,5,27.4,162.18,801.76,Bank Transfer,Paid,0,0
PAY-01628,DRV-128,2024-11-01,2024-11-30,2024-12-05,794,0.0,37.11,1,5.19,130.9,705.4,Bank Transfer,Paid,0,0
PAY-01629,DRV-129,2024-11-01,2024-11-30,2024-12-05,921,26.96,49.1,9,48.0,144.07,900.99,Bank Transfer,Paid,3,1550
PAY-01630,DRV-130,2024-11-01,2024-11-30,2024-12-05,910,19.36,30.87,19,109.29,135.38,934.13,Bank Transfer,Paid,2,606
PAY-01631,DRV-131,2024-11-01,2024-11-30,2024-12-05,843,0.0,0,18,91.37,146.18,788.19,Bank Transfer,Paid,0,0
PAY-01632,DRV-132,2024-11-01,2024-11-30,2024-12-05,916,0.0,62.58,10,65.17,131.28,912.47,Bank Transfer,Paid,0,0
PAY-01633,DRV-133,2024-11-01,2024-11-30,2024-12-05,944,18.84,45.82,15,81.3,143.9,946.06,Bank Transfer,Paid,2,1054
PAY-01634,DRV-134,2024-11-01,2024-11-30,2024-12-05,722,0.0,0,16,89.68,116.28,695.4,Bank Transfer,Paid,0,0
PAY-01635,DRV-135,2024-11-01,2024-11-30,2024-12-05,749,0.0,58.38,19,131.7,127.61,811.48,Bank Transfer,Paid,0,0
PAY-01636,DRV-136,2024-11-01,2024-11-30,2024-12-05,753,0.0,31.05,22,111.02,95.81,799.26,Bank Transfer,Paid,0,0
PAY-01637,DRV-137,2024-11-01,2024-11-30,2024-12-05,733,0.0,0,5,25.15,103.37,654.78,Bank Transfer,Paid,0,0
PAY-01638,DRV-138,2024-11-01,2024-11-30,2024-12-05,816,41.05,28.51,3,20.99,111.13,795.42,Bank Transfer,Paid,5,3669
PAY-01639,DRV-139,2024-11-01,2024-11-30,2024-12-05,890,0.0,0,9,50.88,111.63,829.25,Bank Transfer,Paid,0,0
PAY-01640,DRV-140,2024-11-01,2024-11-30,2024-12-05,775,52.01,0,10,66.73,116.46,777.28,Bank Transfer,Paid,5,3844
PAY-01641,DRV-141,2024-11-01,2024-11-30,2024-12-05,705,0.0,19.02,13,71.14,104.62,690.53,Bank Transfer,Paid,0,0
PAY-01642,DRV-142,2024-11-01,2024-11-30,2024-12-05,715,0.0,76.03,10,57.58,110.11,738.51,Bank Transfer,Paid,0,0
PAY-01643,DRV-143,2024-11-01,2024-11-30,2024-12-05,735,0.0,66.02,3,19.29,127.24,693.06,Bank Transfer,Paid,0,0
PAY-01644,DRV-144,2024-11-01,2024-11-30,2024-12-05,748,0.0,0,9,51.28,94.89,704.39,Bank Transfer,Paid,0,0
PAY-01645,DRV-145,2024-11-01,2024-11-30,2024-12-05,746,0.0,0,0,0.0,94.89,651.11,Bank Transfer,Paid,0,0
PAY-01646,DRV-146,2024-11-01,2024-11-30,2024-12-05,705,0.0,0,2,10.08,125.89,589.19,Bank Transfer,Paid,0,0
PAY-01647,DRV-147,2024-11-01,2024-11-30,2024-12-05,760,11.18,28.73,5,33.27,133.22,699.96,Bank Transfer,Paid,1,678
PAY-01648,DRV-148,2024-11-01,2024-11-30,2024-12-05,740,0.0,0,22,129.39,122.2,747.19,Bank Transfer,Paid,0,0
PAY-01649,DRV-149,2024-11-01,2024-11-30,2024-12-05,753,0.0,0,7,36.23,120.88,668.35,Bank Transfer,Paid,0,0
PAY-01650,DRV-150,2024-11-01,2024-11-30,2024-12-05,686,0.0,57.35,7,40.52,90.02,693.84,Bank Transfer,Paid,0,0
PAY-01651,DRV-001,2024-12-01,2024-12-31,2025-01-05,811,10.48,49.75,20,104.37,98.2,877.41,Bank Transfer,Paid,1,69
PAY-01652,DRV-002,2024-12-01,2024-12-31,2025-01-05,886,0.0,54.34,21,108.16,155.24,893.26,Bank Transfer,Paid,0,0
PAY-01653,DRV-003,2024-12-01,2024-12-31,2025-01-05,778,0.0,45.76,2,11.54,116.99,718.3,Bank Transfer,Paid,0,0
PAY-01654,DRV-004,2024-12-01,2024-12-31,2025-01-05,878,64.38,41.94,20,112.78,154.59,942.51,Bank Transfer,Paid,6,3424
PAY-01655,DRV-005,2024-12-01,2024-12-31,2025-01-05,758,17.0,23.5,17,111.4,128.75,781.17,Bank Transfer,Paid,2,870
PAY-01656,DRV-006,2024-12-01,2024-12-31,2025-01-05,936,0.0,85.11,10,64.65,149.45,936.31,Bank Transfer,Paid,0,0
PAY-01657,DRV-007,2024-12-01,2024-12-31,2025-01-05,924,0.0,59.77,20,101.17,157.83,927.11,Bank Transfer,Paid,0,0
PAY-01658,DRV-008,2024-12-01,2024-12-31,2025-01-05,913,0.0,0,22,132.46,111.02,934.44,Bank Transfer,Paid,0,0
PAY-01659,DRV-009,2024-12-01,2024-12-31,2025-01-05,802,0.0,37.52,22,112.0,114.83,836.69,Bank Transfer,Paid,0,0
PAY-01660,DRV-010,2024-12-01,2024-12-31,2025-01-05,758,0.0,0,17,104.56,94.0,768.56,Bank Transfer,Paid,0,0
PAY-01661,DRV-011,2024-12-01,2024-12-31,2025-01-05,654,0.0,0,21,136.84,91.69,699.15,Bank Transfer,Paid,0,0
PAY-01662,DRV-012,2024-12-01,2024-12-31,2025-01-05,675,0.0,0,9,57.73,94.86,637.87,Bank Transfer,Paid,0,0
PAY-01663,DRV-013,2024-12-01,2024-12-31,2025-01-05,736,8.77,24.07,24,152.46,104.07,817.22,Bank Transfer,Paid,1,579
PAY-01664,DRV-014,2024-12-01,2024-12-31,2025-01-05,731,0.0,0,9,45.46,102.29,674.16,Bank Transfer,Paid,0,0
PAY-01665,DRV-015,2024-12-01,2024-12-31,2025-01-05,910,54.74,35.18,16,110.6,114.62,995.9,Bank Transfer,Paid,5,3413
PAY-01666,DRV-016,2024-12-01,2024-12-31,2025-01-05,764,0.0,47.95,4,20.21,123.69,708.47,Bank Transfer,Paid,0,0
PAY-01667,DRV-017,2024-12-01,2024-12-31,2025-01-05,937,0.0,20.22,3,19.78,115.89,861.1,Bank Transfer,Paid,0,0
PAY-01668,DRV-018,2024-12-01,2024-12-31,2025-01-05,664,9.22,30.0,8,49.05,94.87,657.39,Bank Transfer,Paid,1,718
PAY-01669,DRV-019,2024-12-01,2024-12-31,2025-01-05,864,0.0,26.25,2,13.17,139.97,763.44,Bank Transfer,Paid,0,0
PAY-01670,DRV-020,2024-12-01,2024-12-31,2025-01-05,811,0.0,64.36,12,73.35,131.89,816.82,Bank Transfer,Paid,0,0
PAY-01671,DRV-021,2024-12-01,2024-12-31,2025-01-05,761,34.74,0,22,148.71,113.89,830.57,Bank Transfer,Paid,3,971
PAY-01672,DRV-022,2024-12-01,2024-12-31,2025-01-05,813,73.7,73.16,7,39.22,119.18,879.9,Bank Transfer,Paid,7,5889
PAY-01673,DRV-023,2024-12-01,2024-12-31,2025-01-05,753,0.0,0,7,46.27,117.56,681.71,Bank Transfer,Paid,0,0
PAY-01674,DRV-024,2024-12-01,2024-12-31,2025-01-05,691,0.0,41.03,6,35.55,114.95,652.63,Bank Transfer,Paid,0,0
PAY-01675,DRV-025,2024-12-01,2024-12-31,2025-01-05,888,0.0,0,19,113.78,144.61,857.17,Bank Transfer,Paid,0,0
PAY-01676,DRV-026,2024-12-01,2024-12-31,2025-01-05,688,0.0,43.17,4,23.52,92.05,662.64,Bank Transfer,Paid,0,0
PAY-01677,DRV-027,2024-12-01,2024-12-31,2025-01-05,696,8.5,31.3,7,41.0,105.03,671.77,Bank Transfer,Paid,1,428
PAY-01678,DRV-028,2024-12-01,2024-12-31,2025-01-05,877,51.4,0,23,134.18,155.32,907.25,Bank Transfer,Paid,5,3372
PAY-01679,DRV-029,2024-12-01,2024-12-31,2025-01-05,838,55.08,50.07,21,111.39,116.69,937.86,Bank Transfer,Paid,5,2593
PAY-01680,DRV-030,2024-12-01,2024-12-31,2025-01-05,701,8.5,58.47,25,137.44,113.46,791.94,Bank Transfer,Paid,1,1164
PAY-01681,DRV-031,2024-12-01,2024-12-31,2025-01-05,700,30.73,0,2,11.52,98.49,643.75,Bank Transfer,Paid,3,2263
PAY-01682,DRV-032,2024-12-01,2024-12-31,2025-01-05,784,21.38,70.9,20,108.44,131.06,853.66,Bank Transfer,Paid,2,1496
PAY-01683,DRV-033,2024-12-01,2024-12-31,2025-01-05,655,0.0,0,19,112.35,111.77,655.58,Bank Transfer,Paid,0,0
PAY-01684,DRV-034,2024-12-01,2024-12-31,2025-01-05,765,22.64,0,6,39.12,133.82,692.94,Bank Transfer,Paid,2,970
PAY-01685,DRV-035,2024-12-01,2024-12-31,2025-01-05,854,0.0,0,25,133.85,121.55,866.3,Bank Transfer,Paid,0,0
PAY-01686,DRV-036,2024-12-01,2024-12-31,2025-01-05,843,23.19,57.07,10,67.83,107.64,883.44,Bank Transfer,Paid,2,771
PAY-01687,DRV-037,2024-12-01,2024-12-31,2025-01-05,741,0.0,57.04,7,38.64,104.7,731.98,Bank Transfer,Paid,0,0
PAY-01688,DRV-038,2024-12-01,2024-12-31,2025-01-05,783,0.0,35.39,14,73.65,118.11,773.93,Bank Transfer,Paid,0,0
PAY-01689,DRV-039,2024-12-01,2024-12-31,2025-01-05,857,17.13,0,11,61.22,136.18,799.17,Bank Transfer,Paid,2,1076
PAY-01690,DRV-040,2024-12-01,2024-12-31,2025-01-05,734,23.32,29.05,20,119.62,91.29,814.7,Bank Transfer,Paid,2,2090
PAY-01691,DRV-041,2024-12-01,2024-12-31,2025-01-05,733,30.71,0,22,137.51,104.28,796.94,Bank Transfer,Paid,3,1692
PAY-01692,DRV-042,2024-12-01,2024-12-31,2025-01-05,814,0.0,0,17,110.31,135.54,788.77,Bank Transfer,Paid,0,0
PAY-01693,DRV-043,2024-12-01,2024-12-31,2025-01-05,853,16.81,0,21,130.43,137.72,862.52,Bank Transfer,Paid,2,1120
PAY-01694,DRV-044,2024-12-01,2024-12-31,2025-01-05,852,69.97,40.62,15,92.9,120.02,935.46,Bank Transfer,Paid,8,2787
PAY-01695,DRV-045,2024-12-01,2024-12-31,2025-01-05,921,0.0,48.24,17,110.89,117.8,962.33,Bank Transfer,Paid,0,0
PAY-01696,DRV-046,2024-12-01,2024-12-31,2025-01-05,813,0.0,64.37,17,85.39,130.75,832.01,Bank Transfer,Paid,0,0
PAY-01697,DRV-047,2024-12-01,2024-12-31,2025-01-05,694,190.25,25.34,14,87.52,107.18,889.93,Bank Transfer,Paid,16,8833
PAY-01698,DRV-048,2024-12-01,2024-12-31,2025-01-05,848,29.16,69.97,20,127.67,130.42,944.38,Bank Transfer,Paid,3,2173
PAY-01699,DRV-049,2024-12-01,2024-12-31,2025-01-05,763,27.48,40.77,7,37.91,127.64,741.51,Bank Transfer,Paid,3,2547
PAY-01700,DRV-050,2024-12-01,2024-12-31,2025-01-05,869,0.0,57.33,24,126.95,117.27,936.01,Bank Transfer,Paid,0,0
PAY-01701,DRV-051,2024-12-01,2024-12-31,2025-01-05,895,0.0,82.01,11,70.28,117.02,930.27,Bank Transfer,Paid,0,0
PAY-01702,DRV-052,2024-12-01,2024-12-31,2025-01-05,749,0.0,70.51,25,140.71,102.89,857.33,Bank Transfer,Paid,0,0
PAY-01703,DRV-053,2024-12-01,2024-12-31,2025-01-05,768,40.99,70.66,4,25.96,128.65,776.96,Bank Transfer,Paid,5,3970
PAY-01704,DRV-054,2024-12-01,2024-12-31,2025-01-05,736,34.7,23.78,14,84.98,127.79,751.67,Bank Transfer,Paid,4,2255
PAY-01705,DRV-055,2024-12-01,2024-12-31,2025-01-05,702,0.0,0,8,41.03,114.35,628.68,Bank Transfer,Paid,0,0
PAY-01706,DRV-056,2024-12-01,2024-12-31,2025-01-05,942,32.28,49.83,4,22.97,163.04,884.05,Bank Transfer,Paid,3,2399
PAY-01707,DRV-057,2024-12-01,2024-12-31,2025-01-05,824,22.46,0,2,11.01,112.97,744.5,Bank Transfer,Paid,2,1179
PAY-01708,DRV-058,2024-12-01,2024-12-31,2025-01-05,670,0.0,28.35,24,143.34,103.91,737.77,Bank Transfer,Paid,0,0
PAY-01709,DRV-059,2024-12-01,2024-12-31,2025-01-05,811,0.0,44.79,3,19.63,103.91,771.5,Bank Transfer,Paid,0,0
PAY-01710,DRV-060,2024-12-01,2024-12-31,2025-01-05,756,31.56,39.65,14,84.02,106.09,805.14,Bank Transfer,Paid,3,911
PAY-01711,DRV-061,2024-12-01,2024-12-31,2025-01-05,801,0.0,63.47,23,131.59,122.2,873.86,Bank Transfer,Paid,0,0
PAY-01712,DRV-062,2024-12-01,2024-12-31,2025-01-05,745,0.0,42.63,1,6.9,120.35,674.19,Bank Transfer,Paid,0,0
PAY-01713,DRV-063,2024-12-01,2024-12-31,2025-01-05,775,0.0,62.68,0,0.0,93.74,743.94,Bank Transfer,Paid,0,0
PAY-01714,DRV-064,2024-12-01,2024-12-31,2025-01-05,667,0.0,0,4,21.34,95.88,592.47,Bank Transfer,Paid,0,0
PAY-01715,DRV-065,2024-12-01,2024-12-31,2025-01-05,880,22.37,29.47,14,94.11,112.93,913.02,Bank Transfer,Paid,2,1517
PAY-01716,DRV-066,2024-12-01,2024-12-31,2025-01-05,695,0.0,41.02,25,161.71,99.22,798.5,Bank Transfer,Paid,0,0
PAY-01717,DRV-067,2024-12-01,2024-12-31,2025-01-05,710,0.0,0,5,32.33,95.82,646.5,Bank Transfer,Paid,0,0
PAY-01718,DRV-068,2024-12-01,2024-12-31,2025-01-05,890,0.0,65.39,19,119.08,137.81,936.66,Bank Transfer,Paid,0,0
PAY-01719,DRV-069,2024-12-01,2024-12-31,2025-01-05,896,0.0,0,3,20.39,131.19,785.2,Bank Transfer,Paid,0,0
PAY-01720,DRV-070,2024-12-01,2024-12-31,2025-01-05,750,34.31,0,17,85.97,96.59,773.69,Bank Transfer,Paid,3,1583
PAY-01721,DRV-071,2024-12-01,2024-12-31,2025-01-05,755,10.4,60.33,25,131.03,133.66,823.1,Bank Transfer,Paid,1,383
PAY-01722,DRV-072,2024-12-01,2024-12-31,2025-01-05,715,0.0,41.79,5,28.53,91.08,694.24,Bank Transfer,Paid,0,0
PAY-01723,DRV-073,2024-12-01,2024-12-31,2025-01-05,771,0.0,51.93,19,96.03,136.3,782.66,Bank Transfer,Paid,0,0
PAY-01724,DRV-074,2024-12-01,2024-12-31,2025-01-05,849,0.0,31.39,24,162.39,107.8,934.98,Bank Transfer,Paid,0,0
PAY-01725,DRV-075,2024-12-01,2024-12-31,2025-01-05,757,0.0,0,23,156.0,135.99,777.01,Bank Transfer,Paid,0,0
PAY-01726,DRV-076,2024-12-01,2024-12-31,2025-01-05,732,21.15,59.93,8,40.18,107.42,745.84,Bank Transfer,Paid,2,1672
PAY-01727,DRV-077,2024-12-01,2024-12-31,2025-01-05,928,35.78,27.47,12,80.16,115.42,955.98,Bank Transfer,Paid,3,2759
PAY-01728,DRV-078,2024-12-01,2024-12-31,2025-01-05,939,20.88,53.64,14,97.91,136.67,974.76,Bank Transfer,Paid,2,351
PAY-01729,DRV-079,2024-12-01,2024-12-31,2025-01-05,748,0.0,21.07,24,143.25,134.11,778.21,Bank Transfer,Paid,0,0
PAY-01730,DRV-080,2024-12-01,2024-12-31,2025-01-05,652,34.3,0,5,28.76,111.58,603.48,Bank Transfer,Paid,3,2927
PAY-01731,DRV-081,2024-12-01,2024-12-31,2025-01-05,683,0.0,0,15,96.9,99.1,680.8,Bank Transfer,Paid,0,0
PAY-01732,DRV-082,2024-12-01,2024-12-31,2025-01-05,819,0.0,30.29,25,162.61,105.96,905.94,Bank Transfer,Paid,0,0
PAY-01733,DRV-083,2024-12-01,2024-12-31,2025-01-05,892,0.0,0,11,76.58,144.67,823.91,Bank Transfer,Paid,0,0
PAY-01734,DRV-084,2024-12-01,2024-12-31,2025-01-05,856,0.0,0,4,27.89,127.33,756.56,Bank Transfer,Paid,0,0
PAY-01735,DRV-085,2024-12-01,2024-12-31,2025-01-05,710,27.15,35.53,10,55.75,93.94,734.49,Bank Transfer,Paid,3,2577
PAY-01736,DRV-086,2024-12-01,2024-12-31,2025-01-05,944,0.0,48.74,20,130.6,135.79,987.54,Bank Transfer,Paid,0,0
PAY-01737,DRV-087,2024-12-01,2024-12-31,2025-01-05,769,0.0,59.88,13,82.04,137.13,773.79,Bank Transfer,Paid,0,0
PAY-01738,DRV-088,2024-12-01,2024-12-31,2025-01-05,673,0.0,47.0,11,76.71,82.13,714.59,Bank Transfer,Paid,0,0
PAY-01739,DRV-089,2024-12-01,2024-12-31,2025-01-05,869,41.57,57.45,22,147.23,110.27,1004.98,Bank Transfer,Paid,4,2532
PAY-01740,DRV-090,2024-12-01,2024-12-31,2025-01-05,815,0.0,0,9,46.59,142.18,719.41,Bank Transfer,Paid,0,0
PAY-01741,DRV-091,2024-12-01,2024-12-31,2025-01-05,789,0.0,31.94,23,130.01,121.5,829.44,Bank Transfer,Paid,0,0
PAY-01742,DRV-092,2024-12-01,2024-12-31,2025-01-05,935,40.72,0,12,73.68,166.22,883.18,Bank Transfer,Paid,5,2864
PAY-01743,DRV-093,2024-12-01,2024-12-31,2025-01-05,938,0.0,0,15,76.82,156.67,858.15,Bank Transfer,Paid,0,0
PAY-01744,DRV-094,2024-12-01,2024-12-31,2025-01-05,656,0.0,36.48,17,112.73,104.54,700.67,Bank Transfer,Paid,0,0
PAY-01745,DRV-095,2024-12-01,2024-12-31,2025-01-05,684,0.0,0,25,135.96,112.47,707.48,Bank Transfer,Paid,0,0
PAY-01746,DRV-096,2024-12-01,2024-12-31,2025-01-05,882,0.0,0,7,46.88,132.14,796.74,Bank Transfer,Paid,0,0
PAY-01747,DRV-097,2024-12-01,2024-12-31,2025-01-05,945,0.0,68.18,24,137.82,161.89,989.11,Bank Transfer,Paid,0,0
PAY-01748,DRV-098,2024-12-01,2024-12-31,2025-01-05,669,25.49,0,25,129.22,96.28,727.43,Bank Transfer,Paid,3,1920
PAY-01749,DRV-099,2024-12-01,2024-12-31,2025-01-05,849,156.11,0,23,143.24,141.48,1006.86,Bank Transfer,Paid,15,9362
PAY-01750,DRV-100,2024-12-01,2024-12-31,2025-01-05,681,0.0,47.72,25,125.56,114.06,740.21,Bank Transfer,Paid,0,0
PAY-01751,DRV-101,2024-12-01,2024-12-31,2025-01-05,777,81.09,75.62,22,123.07,131.89,924.89,Bank Transfer,Paid,8,5759
PAY-01752,DRV-102,2024-12-01,2024-12-31,2025-01-05,748,19.39,0,9,45.43,111.06,701.76,Bank Transfer,Paid,2,1463
PAY-01753,DRV-103,2024-12-01,2024-12-31,2025-01-05,839,30.12,34.29,7,46.28,126.35,823.34,Bank Transfer,Paid,3,1467
PAY-01754,DRV-104,2024-12-01,2024-12-31,2025-01-05,670,21.56,46.8,7,45.9,90.16,694.1,Bank Transfer,Paid,2,1609
PAY-01755,DRV-105,2024-12-01,2024-12-31,2025-01-05,800,95.98,36.69,20,118.12,98.06,952.73,Bank Transfer,Paid,9,5273
PAY-01756,DRV-106,2024-12-01,2024-12-31,2025-01-05,816,0.0,41.09,5,29.12,133.86,752.35,Bank Transfer,Paid,0,0
PAY-01757,DRV-107,2024-12-01,2024-12-31,2025-01-05,729,0.0,0,9,57.7,105.49,681.21,Bank Transfer,Paid,0,0
PAY-01758,DRV-108,2024-12-01,2024-12-31,2025-01-05,730,0.0,0,9,57.95,100.22,687.73,Bank Transfer,Paid,0,0
PAY-01759,DRV-109,2024-12-01,2024-12-31,2025-01-05,715,44.4,45.2,8,45.85,89.89,760.56,Bank Transfer,Paid,4,2136
PAY-01760,DRV-110,2024-12-01,2024-12-31,2025-01-05,940,0.0,49.19,1,5.09,127.95,866.33,Bank Transfer,Paid,0,0
PAY-01761,DRV-111,2024-12-01,2024-12-31,2025-01-05,760,0.0,78.36,20,132.84,121.17,850.02,Bank Transfer,Paid,0,0
PAY-01762,DRV-112,2024-12-01,2024-12-31,2025-01-05,653,0.0,0,21,124.6,90.28,687.32,Bank Transfer,Paid,0,0
PAY-01763,DRV-113,2024-12-01,2024-12-31,2025-01-05,776,21.26,0,15,95.16,112.74,779.68,Bank Transfer,Paid,2,911
PAY-01764,DRV-114,2024-12-01,2024-12-31,2025-01-05,724,0.0,0,18,119.24,126.37,716.87,Bank Transfer,Paid,0,0
PAY-01765,DRV-115,2024-12-01,2024-12-31,2025-01-05,686,0.0,0,5,31.11,109.9,607.21,Bank Transfer,Paid,0,0
PAY-01766,DRV-116,2024-12-01,2024-12-31,2025-01-05,720,11.95,56.35,0,0.0,95.49,692.81,Bank Transfer,Paid,1,432
PAY-01767,DRV-117,2024-12-01,2024-12-31,2025-01-05,669,8.02,0,16,110.69,104.75,682.96,Bank Transfer,Paid,1,89
PAY-01768,DRV-118,2024-12-01,2024-12-31,2025-01-05,788,18.23,0,21,135.3,101.57,839.96,Bank Transfer,Paid,2,924
PAY-01769,DRV-119,2024-12-01,2024-12-31,2025-01-05,792,25.45,43.11,7,43.27,107.43,796.39,Bank Transfer,Paid,3,2542
PAY-01770,DRV-120,2024-12-01,2024-12-31,2025-01-05,667,0.0,63.97,15,98.52,105.13,724.36,Bank Transfer,Paid,0,0
PAY-01771,DRV-121,2024-12-01,2024-12-31,2025-01-05,918,0.0,49.01,5,25.99,117.44,875.57,Bank Transfer,Paid,0,0
PAY-01772,DRV-122,2024-12-01,2024-12-31,2025-01-05,777,70.28,0,8,41.97,129.63,759.62,Bank Transfer,Paid,6,3037
PAY-01773,DRV-123,2024-12-01,2024-12-31,2025-01-05,806,0.0,36.84,21,109.7,98.2,854.34,Bank Transfer,Paid,0,0
PAY-01774,DRV-124,2024-12-01,2024-12-31,2025-01-05,941,0.0,70.93,7,42.23,148.89,905.27,Bank Transfer,Paid,0,0
PAY-01775,DRV-125,2024-12-01,2024-12-31,2025-01-05,686,36.78,0,23,121.94,90.08,754.64,Bank Transfer,Paid,4,3366
PAY-01776,DRV-126,2024-12-01,2024-12-31,2025-01-05,785,0.0,0,5,26.91,139.68,672.23,Bank Transfer,Paid,0,0
PAY-01777,DRV-127,2024-12-01,2024-12-31,2025-01-05,930,0.0,42.47,8,47.23,160.6,859.09,Bank Transfer,Paid,0,0
PAY-01778,DRV-128,2024-12-01,2024-12-31,2025-01-05,790,0.0,53.7,13,86.89,129.03,801.56,Bank Transfer,Paid,0,0
PAY-01779,DRV-129,2024-12-01,2024-12-31,2025-01-05,892,42.8,52.99,12,81.41,117.99,951.21,Bank Transfer,Paid,4,3054
PAY-01780,DRV-130,2024-12-01,2024-12-31,2025-01-05,751,20.39,42.18,17,102.77,121.49,794.85,Bank Transfer,Paid,2,711
PAY-01781,DRV-131,2024-12-01,2024-12-31,2025-01-05,911,0.0,0,0,0.0,158.3,752.7,Bank Transfer,Paid,0,0
PAY-01782,DRV-132,2024-12-01,2024-12-31,2025-01-05,705,11.38,69.11,18,116.68,114.99,787.17,Bank Transfer,Paid,1,612
PAY-01783,DRV-133,2024-12-01,2024-12-31,2025-01-05,743,69.68,74.85,16,87.92,114.44,861.01,Bank Transfer,Paid,6,4054
PAY-01784,DRV-134,2024-12-01,2024-12-31,2025-01-05,948,0.0,0,20,138.67,124.97,961.71,Bank Transfer,Paid,0,0
PAY-01785,DRV-135,2024-12-01,2024-12-31,2025-01-05,896,0.0,44.32,7,36.47,145.51,831.28,Bank Transfer,Paid,0,0
PAY-01786,DRV-136,2024-12-01,2024-12-31,2025-01-05,805,0.0,28.0,1,5.73,124.8,713.93,Bank Transfer,Paid,0,0
PAY-01787,DRV-137,2024-12-01,2024-12-31,2025-01-05,793,0.0,0,13,66.46,126.53,732.93,Bank Transfer,Paid,0,0
PAY-01788,DRV-138,2024-12-01,2024-12-31,2025-01-05,859,34.09,42.2,12,68.96,126.41,877.84,Bank Transfer,Paid,4,1943
PAY-01789,DRV-139,2024-12-01,2024-12-31,2025-01-05,743,0.0,0,0,0.0,96.1,646.9,Bank Transfer,Paid,0,0
PAY-01790,DRV-140,2024-12-01,2024-12-31,2025-01-05,725,26.26,0,25,130.38,101.04,780.6,Bank Transfer,Paid,3,2606
PAY-01791,DRV-141,2024-12-01,2024-12-31,2025-01-05,752,0.0,24.47,0,0.0,117.95,658.53,Bank Transfer,Paid,0,0
PAY-01792,DRV-142,2024-12-01,2024-12-31,2025-01-05,777,0.0,74.24,21,125.07,111.91,864.39,Bank Transfer,Paid,0,0
PAY-01793,DRV-143,2024-12-01,2024-12-31,2025-01-05,779,0.0,39.46,12,83.88,113.55,788.79,Bank Transfer,Paid,0,0
PAY-01794,DRV-144,2024-12-01,2024-12-31,2025-01-05,669,0.0,0,6,30.7,87.28,612.41,Bank Transfer,Paid,0,0
PAY-01795,DRV-145,2024-12-01,2024-12-31,2025-01-05,652,0.0,0,23,123.95,102.09,673.86,Bank Transfer,Paid,0,0
PAY-01796,DRV-146,2024-12-01,2024-12-31,2025-01-05,930,0.0,0,8,41.93,123.87,848.06,Bank Transfer,Paid,0,0
PAY-01797,DRV-147,2024-12-01,2024-12-31,2025-01-05,824,0.0,21.01,22,111.57,128.15,828.43,Bank Transfer,Paid,0,0
PAY-01798,DRV-148,2024-12-01,2024-12-31,2025-01-05,735,0.0,0,20,109.96,122.54,722.42,Bank Transfer,Paid,0,0
PAY-01799,DRV-149,2024-12-01,2024-12-31,2025-01-05,658,0.0,0,7,43.07,80.54,620.53,Bank Transfer,Paid,0,0
PAY-01800,DRV-150,2024-12-01,2024-12-31,2025-01-05,700,0.0,36.52,21,127.24,89.89,773.87,Bank Transfer,Paid,0,0
PAY-01801,DRV-001,2025-01-01,2025-01-31,2025-02-05,676,10.09,45.37,3,17.17,88.95,659.68,Bank Transfer,Paid,1,233
PAY-01802,DRV-002,2025-01-01,2025-01-31,2025-02-05,716,18.75,40.68,24,166.93,108.51,833.84,Bank Transfer,Paid,2,1684
