fuel_id,trip_id,asset_id,driver_id,refuel_date,refuel_time,country,location,fuel_station,fuel_type,liters_purchased,price_per_liter_local,total_cost_local,total_cost_usd,odometer_reading,fuel_efficiency_km_per_liter,payment_method,receipt_number
FUEL-02463,TRP-2463,AST-100,DRV-054,2024-04-10,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,41.0,4850,198850.0,79.54,75943,5.9,Cash,FUEL-97858
FUEL-02464,TRP-2464,AST-089,DRV-007,2024-02-06,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,137.6,175,24080.0,185.42,134730,5.5,Company Card,FUEL-35380
FUEL-02465,TRP-2465,AST-033,DRV-015,2024-02-21,00:00:00,Uganda,Gulu,Kobil - Gulu,Diesel,181.3,6200,1124060.0,303.5,75483,6.0,Company Card,FUEL-76495
FUEL-02466,TRP-2466,AST-037,DRV-101,2024-08-24,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,83.4,175,14595.0,112.38,157464,6.2,Cash,FUEL-47695
FUEL-02467,TRP-2467,AST-045,DRV-099,2024-12-22,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,49.4,67,3309.8,59.58,111920,5.4,Cash,FUEL-81151
FUEL-02468,TRP-2468,AST-048,DRV-034,2024-09-06,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,11.5,175,2012.5,15.5,186912,6.4,Company Card,FUEL-19696
FUEL-02469,TRP-2469,AST-101,DRV-109,2024-12-22,00:00:00,Ethiopia,Gondar,Kobil - Gondar,Diesel,94.6,67,6338.2,114.09,202778,6.3,Company Card,FUEL-97202
FUEL-02470,TRP-2470,AST-014,DRV-099,2024-02-29,00:00:00,Ethiopia,Dire Dawa,Shell - Dire Dawa,Diesel,125.7,67,8421.9,151.59,212826,5.7,Cash,FUEL-83947
FUEL-02471,TRP-2471,AST-076,DRV-041,2024-12-24,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,104.7,175,18322.5,141.08,150716,5.9,Company Card,FUEL-51783
FUEL-02472,TRP-2472,AST-011,DRV-085,2024-10-01,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,113.6,175,19880.0,153.08,166931,5.6,Company Card,FUEL-26627
FUEL-02473,TRP-2473,AST-014,DRV-099,2024-09-28,00:00:00,Ethiopia,Gondar,Shell - Gondar,Diesel,71.5,67,4790.5,86.23,208888,5.8,Company Card,FUEL-86249
FUEL-02474,TRP-2474,AST-003,DRV-105,2024-02-23,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,165.0,175,28875.0,222.34,179252,6.4,Cash,FUEL-68692
FUEL-02475,TRP-2475,AST-066,DRV-021,2024-06-14,00:00:00,Tanzania,Arusha,Puma Energy - Arusha,Diesel,134.1,4850,650385.0,260.15,161041,5.4,Cash,FUEL-60624
FUEL-02476,TRP-2476,AST-007,DRV-053,2025-02-07,00:00:00,Tanzania,Dar es Salaam,Puma Energy - Dar es Salaam,Diesel,153.4,4850,743990.0,297.6,92282,5.1,Company Card,FUEL-80476
FUEL-02477,TRP-2477,AST-109,DRV-047,2024-02-16,00:00:00,Kenya,Mombasa,Total - Mombasa,Diesel,179.5,175,31412.5,241.88,159781,6.2,Company Card,FUEL-27392
FUEL-02478,TRP-2478,AST-097,DRV-130,2024-10-28,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,23.6,175,4130.0,31.8,99090,5.1,Cash,FUEL-99438
FUEL-02479,TRP-2479,AST-038,DRV-119,2024-03-11,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,34.4,175,6020.0,46.35,38521,6.2,Company Card,FUEL-34582
FUEL-02480,TRP-2480,AST-067,DRV-060,2024-02-22,00:00:00,Rwanda,Ruhengeri,Shell - Ruhengeri,Diesel,14.8,1470,21756.0,16.75,29034,5.9,Cash,FUEL-33937
FUEL-02481,TRP-2481,AST-048,DRV-034,2024-01-05,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,18.8,175,3290.0,25.33,179668,5.4,Cash,FUEL-93808
FUEL-02482,TRP-2482,AST-080,DRV-129,2024-08-10,00:00:00,Rwanda,Ruhengeri,Puma Energy - Ruhengeri,Diesel,70.5,1470,103635.0,79.8,223156,5.8,Company Card,FUEL-18219
FUEL-02483,TRP-2483,AST-056,DRV-028,2024-10-25,00:00:00,Uganda,Kampala,Shell - Kampala,Diesel,110.2,6200,683240.0,184.47,103887,6.2,Company Card,FUEL-90869
FUEL-02484,TRP-2484,AST-082,DRV-047,2025-02-04,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,195.2,175,34160.0,263.03,164021,5.2,Cash,FUEL-64262
FUEL-02485,TRP-2485,AST-046,DRV-117,2024-04-28,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,119.1,175,20842.5,160.49,40455,5.9,Cash,FUEL-90453
FUEL-02486,TRP-2486,AST-016,DRV-056,2024-02-12,00:00:00,Uganda,Kampala,Kobil - Kampala,Diesel,43.9,6200,272180.0,73.49,236730,5.6,Company Card,FUEL-55308
FUEL-02487,TRP-2487,AST-019,DRV-071,2024-06-01,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,46.9,175,8207.5,63.2,131406,5.5,Company Card,FUEL-76235
FUEL-02488,TRP-2488,AST-119,DRV-022,2024-12-19,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,216.4,67,14498.8,260.98,176071,6.4,Cash,FUEL-34768
FUEL-02489,TRP-2489,AST-082,DRV-047,2024-03-31,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,114.4,175,20020.0,154.15,169009,6.3,Company Card,FUEL-49497
FUEL-02490,TRP-2490,AST-116,DRV-122,2024-11-03,00:00:00,Uganda,Mbarara,Puma Energy - Mbarara,Diesel,85.7,6200,531340.0,143.46,54055,6.5,Cash,FUEL-61992
FUEL-02491,TRP-2491,AST-053,DRV-080,2024-07-20,00:00:00,Ethiopia,Bahir Dar,Kobil - Bahir Dar,Diesel,114.0,67,7638.0,137.48,78270,5.3,Company Card,FUEL-79331
FUEL-02492,TRP-2492,AST-004,DRV-078,2025-02-09,00:00:00,Tanzania,Dodoma,Shell - Dodoma,Diesel,115.7,4850,561145.0,224.46,120040,5.0,Cash,FUEL-81623
FUEL-02493,TRP-2493,AST-028,DRV-092,2024-10-13,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,102.1,175,17867.5,137.58,135930,5.6,Cash,FUEL-30988
FUEL-02494,TRP-2494,AST-040,DRV-070,2024-11-04,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,22.1,175,3867.5,29.78,199966,6.0,Cash,FUEL-36683
FUEL-02495,TRP-2495,AST-041,DRV-044,2024-11-30,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,73.4,175,12845.0,98.91,210380,5.1,Company Card,FUEL-86453
FUEL-02496,TRP-2496,AST-079,DRV-036,2024-12-24,00:00:00,Tanzania,Dar es Salaam,Puma Energy - Dar es Salaam,Diesel,56.0,4850,271600.0,108.64,91600,5.3,Company Card,FUEL-49515
FUEL-02497,TRP-2497,AST-038,DRV-119,2025-02-03,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,109.8,175,19215.0,147.96,42516,6.2,Cash,FUEL-82009
FUEL-02498,TRP-2498,AST-003,DRV-105,2024-08-10,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,84.8,175,14840.0,114.27,174303,6.1,Cash,FUEL-64318
FUEL-02499,TRP-2499,AST-049,DRV-103,2024-03-21,00:00:00,Kenya,Nairobi,Puma Energy - Nairobi,Diesel,72.1,175,12617.5,97.15,170299,6.4,Company Card,FUEL-94836
FUEL-02500,TRP-2500,AST-094,DRV-138,2024-10-27,00:00:00,Tanzania,Mbeya,Shell - Mbeya,Diesel,86.4,4850,419040.0,167.62,106024,6.0,Cash,FUEL-51288
FUEL-02501,TRP-2501,AST-098,DRV-044,2024-09-24,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,134.3,175,23502.5,180.97,206246,5.7,Company Card,FUEL-11281
FUEL-02502,TRP-2502,AST-046,DRV-117,2024-08-05,00:00:00,Kenya,Nairobi,Total - Nairobi,Diesel,87.9,175,15382.5,118.45,38711,5.6,Company Card,FUEL-61857
FUEL-02503,TRP-2503,AST-063,DRV-133,2024-09-12,00:00:00,Tanzania,Dar es Salaam,Shell - Dar es Salaam,Diesel,122.6,4850,594610.0,237.84,94739,6.4,Company Card,FUEL-78774
FUEL-02504,TRP-2504,AST-026,DRV-040,2024-05-23,00:00:00,Tanzania,Mwanza,Shell - Mwanza,Diesel,97.2,4850,471420.0,188.57,228059,6.5,Cash,FUEL-88024
FUEL-02505,TRP-2505,AST-045,DRV-099,2024-04-01,00:00:00,Ethiopia,Gondar,Total - Gondar,Diesel,125.5,67,8408.5,151.35,109074,5.7,Cash,FUEL-46125
FUEL-02506,TRP-2506,AST-115,DRV-054,2024-07-08,00:00:00,Tanzania,Arusha,Total - Arusha,Diesel,182.3,4850,884155.0,353.66,168721,5.1,Cash,FUEL-58280
FUEL-02507,TRP-2507,AST-045,DRV-099,2024-07-20,00:00:00,Ethiopia,Bahir Dar,Shell - Bahir Dar,Diesel,111.5,67,7470.5,134.47,110001,6.5,Company Card,FUEL-45266
FUEL-02508,TRP-2508,AST-044,DRV-001,2025-02-10,00:00:00,Uganda,Mbarara,Puma Energy - Mbarara,Diesel,225.0,6200,1395000.0,376.65,101701,6.4,Company Card,FUEL-90837
FUEL-02509,TRP-2509,AST-109,DRV-047,2024-02-04,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,11.3,175,1977.5,15.23,155862,5.8,Cash,FUEL-30433
FUEL-02510,TRP-2510,AST-105,DRV-043,2024-07-05,00:00:00,Uganda,Kampala,Total - Kampala,Diesel,227.2,6200,1408640.0,380.33,221838,5.6,Company Card,FUEL-73457
FUEL-02511,TRP-2511,AST-113,DRV-076,2024-02-21,00:00:00,Rwanda,Gisenyi,Total - Gisenyi,Diesel,68.2,1470,100254.0,77.2,50202,5.8,Company Card,FUEL-44521
FUEL-02512,TRP-2512,AST-087,DRV-002,2024-01-08,00:00:00,Tanzania,Arusha,Shell - Arusha,Diesel,238.9,4850,1158665.0,463.47,135006,5.4,Cash,FUEL-30169
FUEL-02513,TRP-2513,AST-119,DRV-022,2024-01-06,00:00:00,Ethiopia,Bahir Dar,Puma Energy - Bahir Dar,Diesel,54.6,67,3658.2,65.85,179015,5.6,Cash,FUEL-45702
FUEL-02514,TRP-2514,AST-114,DRV-015,2024-12-21,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,85.6,6200,530720.0,143.29,198995,6.4,Cash,FUEL-58825
FUEL-02515,TRP-2515,AST-034,DRV-099,2024-01-17,00:00:00,Ethiopia,Mekele,Puma Energy - Mekele,Diesel,18.4,67,1232.8,22.19,49751,5.8,Cash,FUEL-81389
FUEL-02516,TRP-2516,AST-119,DRV-022,2024-12-24,00:00:00,Ethiopia,Bahir Dar,Kobil - Bahir Dar,Diesel,76.9,67,5152.3,92.74,178176,6.1,Company Card,FUEL-36167
FUEL-02517,TRP-2517,AST-084,DRV-133,2024-02-13,00:00:00,Tanzania,Mwanza,Total - Mwanza,Diesel,9.9,4850,48015.0,19.21,225512,5.9,Cash,FUEL-70247
FUEL-02518,TRP-2518,AST-013,DRV-048,2024-02-08,00:00:00,Uganda,Entebbe,Shell - Entebbe,Diesel,139.4,6200,864280.0,233.36,234466,5.3,Cash,FUEL-66493
FUEL-02519,TRP-2519,AST-020,DRV-104,2024-06-06,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,181.0,1470,266070.0,204.87,160010,6.3,Cash,FUEL-47019
FUEL-02520,TRP-2520,AST-017,DRV-089,2024-03-21,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,81.0,175,14175.0,109.15,143800,6.2,Cash,FUEL-46805
FUEL-02521,TRP-2521,AST-003,DRV-105,2024-05-29,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,127.5,175,22312.5,171.81,177261,6.2,Cash,FUEL-14466
FUEL-02522,TRP-2522,AST-058,DRV-077,2025-02-04,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,99.2,1470,145824.0,112.28,37484,5.7,Company Card,FUEL-83559
FUEL-02523,TRP-2523,AST-098,DRV-044,2025-01-18,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,117.6,175,20580.0,158.47,202688,5.9,Cash,FUEL-63983
FUEL-02524,TRP-2524,AST-038,DRV-119,2024-03-17,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,121.2,175,21210.0,163.32,39106,5.5,Company Card,FUEL-66800
FUEL-02525,TRP-2525,AST-109,DRV-047,2024-04-24,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,123.1,175,21542.5,165.88,161616,6.0,Company Card,FUEL-39769
FUEL-02526,TRP-2526,AST-114,DRV-015,2024-02-11,00:00:00,Uganda,Mbarara,Shell - Mbarara,Diesel,116.2,6200,720440.0,194.52,192024,6.1,Company Card,FUEL-47638
FUEL-02527,TRP-2527,AST-109,DRV-047,2024-07-07,00:00:00,Kenya,Nakuru,Puma Energy - Nakuru,Diesel,130.1,175,22767.5,175.31,158986,5.6,Company Card,FUEL-55327
FUEL-02528,TRP-2528,AST-081,DRV-122,2024-12-22,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,79.0,6200,489800.0,132.25,242500,6.1,Company Card,FUEL-26209
FUEL-02529,TRP-2529,AST-040,DRV-070,2024-02-03,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,108.2,175,18935.0,145.8,195552,6.2,Cash,FUEL-45275
FUEL-02530,TRP-2530,AST-047,DRV-102,2024-10-23,00:00:00,Rwanda,Ruhengeri,Shell - Ruhengeri,Diesel,96.5,1470,141855.0,109.23,34017,5.9,Company Card,FUEL-65365
FUEL-02531,TRP-2531,AST-076,DRV-041,2024-05-05,00:00:00,Kenya,Eldoret,Puma Energy - Eldoret,Diesel,63.5,175,11112.5,85.57,146845,6.3,Company Card,FUEL-32268
FUEL-02532,TRP-2532,AST-079,DRV-036,2024-05-19,00:00:00,Tanzania,Dar es Salaam,Puma Energy - Dar es Salaam,Diesel,130.7,4850,633895.0,253.56,84666,5.6,Cash,FUEL-47789
FUEL-02533,TRP-2533,AST-026,DRV-040,2024-06-05,00:00:00,Tanzania,Mbeya,Puma Energy - Mbeya,Diesel,169.2,4850,820620.0,328.25,227646,5.2,Cash,FUEL-38714
FUEL-02534,TRP-2534,AST-053,DRV-080,2024-04-06,00:00:00,Ethiopia,Addis Ababa,Puma Energy - Addis Ababa,Diesel,123.8,67,8294.6,149.3,79930,5.2,Company Card,FUEL-80406
FUEL-02535,TRP-2535,AST-059,DRV-048,2025-01-28,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,99.8,6200,618760.0,167.07,181848,5.2,Company Card,FUEL-98597
FUEL-02536,TRP-2536,AST-048,DRV-034,2024-08-23,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,107.4,175,18795.0,144.72,182735,5.7,Company Card,FUEL-75289
FUEL-02537,TRP-2537,AST-021,DRV-077,2024-02-24,00:00:00,Rwanda,Butare,Total - Butare,Diesel,95.8,1470,140826.0,108.44,114665,6.0,Company Card,FUEL-56067
FUEL-02538,TRP-2538,AST-098,DRV-044,2024-05-04,00:00:00,Kenya,Kisumu,Total - Kisumu,Diesel,94.7,175,16572.5,127.61,204842,6.3,Company Card,FUEL-59167
FUEL-02539,TRP-2539,AST-109,DRV-047,2024-01-06,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,22.4,175,3920.0,30.18,155739,5.9,Cash,FUEL-65086
FUEL-02540,TRP-2540,AST-019,DRV-071,2024-10-30,00:00:00,Kenya,Nairobi,Shell - Nairobi,Diesel,126.9,175,22207.5,171.0,137570,5.6,Cash,FUEL-77226
FUEL-02541,TRP-2541,AST-097,DRV-130,2024-01-20,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,84.3,175,14752.5,113.59,97717,5.2,Cash,FUEL-81558
FUEL-02542,TRP-2542,AST-075,DRV-101,2024-08-22,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,49.2,175,8610.0,66.3,26097,6.3,Company Card,FUEL-23410
FUEL-02543,TRP-2543,AST-072,DRV-039,2024-01-30,00:00:00,Kenya,Eldoret,Total - Eldoret,Diesel,185.2,175,32410.0,249.56,134332,6.2,Cash,FUEL-97425
FUEL-02544,TRP-2544,AST-027,DRV-004,2024-08-07,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,57.8,175,10115.0,77.89,179255,5.0,Company Card,FUEL-87980
FUEL-02545,TRP-2545,AST-070,DRV-047,2024-03-10,00:00:00,Kenya,Kisumu,Kobil - Kisumu,Diesel,47.6,175,8330.0,64.14,83837,6.0,Company Card,FUEL-33637
FUEL-02546,TRP-2546,AST-065,DRV-124,2024-04-16,00:00:00,Uganda,Gulu,Total - Gulu,Diesel,17.3,6200,107260.0,28.96,234143,6.1,Cash,FUEL-23201
FUEL-02547,TRP-2547,AST-012,DRV-065,2024-03-24,00:00:00,Tanzania,Mwanza,Kobil - Mwanza,Diesel,183.6,4850,890460.0,356.18,36708,5.4,Company Card,FUEL-56955
FUEL-02548,TRP-2548,AST-061,DRV-125,2024-05-30,00:00:00,Rwanda,Kigali,Shell - Kigali,Diesel,42.8,1470,62916.0,48.45,92256,5.9,Company Card,FUEL-90068
FUEL-02549,TRP-2549,AST-077,DRV-018,2024-07-01,00:00:00,Tanzania,Dar es Salaam,Kobil - Dar es Salaam,Diesel,184.9,4850,896765.0,358.71,201147,5.7,Cash,FUEL-48009
FUEL-02550,TRP-2550,AST-018,DRV-029,2024-11-07,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,99.3,175,17377.5,133.81,203716,5.2,Cash,FUEL-79922
FUEL-02551,TRP-2551,AST-038,DRV-119,2024-10-28,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,10.4,175,1820.0,14.01,37213,6.2,Cash,FUEL-55243
FUEL-02552,TRP-2552,AST-048,DRV-034,2024-01-14,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,52.1,175,9117.5,70.2,186426,6.3,Cash,FUEL-21422
FUEL-02553,TRP-2553,AST-017,DRV-089,2024-06-21,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,90.6,175,15855.0,122.08,147928,6.1,Cash,FUEL-65214
FUEL-02554,TRP-2554,AST-105,DRV-043,2024-01-18,00:00:00,Uganda,Mbarara,Kobil - Mbarara,Diesel,8.2,6200,50840.0,13.73,221783,6.2,Company Card,FUEL-28319
FUEL-02555,TRP-2555,AST-066,DRV-021,2024-01-17,00:00:00,Tanzania,Mwanza,Total - Mwanza,Diesel,164.7,4850,798795.0,319.52,163980,5.8,Cash,FUEL-35946
FUEL-02556,TRP-2556,AST-071,DRV-125,2024-05-05,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,12.1,1470,17787.0,13.7,33965,5.0,Company Card,FUEL-71885
FUEL-02557,TRP-2557,AST-018,DRV-029,2024-01-19,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,15.7,175,2747.5,21.16,204665,6.1,Cash,FUEL-59854
FUEL-02558,TRP-2558,AST-048,DRV-034,2024-07-11,00:00:00,Kenya,Nakuru,Kobil - Nakuru,Diesel,147.0,175,25725.0,198.08,180285,6.3,Cash,FUEL-49878
FUEL-02559,TRP-2559,AST-065,DRV-124,2024-04-13,00:00:00,Uganda,Gulu,Kobil - Gulu,Diesel,69.1,6200,428420.0,115.67,234704,5.1,Company Card,FUEL-43348
FUEL-02560,TRP-2560,AST-063,DRV-133,2024-03-30,00:00:00,Tanzania,Dodoma,Total - Dodoma,Diesel,119.9,4850,581515.0,232.61,91963,6.4,Company Card,FUEL-71186
FUEL-02561,TRP-2561,AST-031,DRV-013,2025-02-08,00:00:00,Rwanda,Ruhengeri,Kobil - Ruhengeri,Diesel,125.6,1470,184632.0,142.17,157254,5.4,Cash,FUEL-99984
FUEL-02562,TRP-2562,AST-089,DRV-007,2024-03-30,00:00:00,Kenya,Mombasa,Kobil - Mombasa,Diesel,133.0,175,23275.0,179.22,129826,5.8,Company Card,FUEL-79928
FUEL-02563,TRP-2563,AST-035,DRV-015,2024-09-14,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,112.5,6200,697500.0,188.32,221283,5.9,Company Card,FUEL-95833
FUEL-02564,TRP-2564,AST-116,DRV-122,2024-04-10,00:00:00,Uganda,Mbarara,Shell - Mbarara,Diesel,140.1,6200,868620.0,234.53,50873,5.4,Company Card,FUEL-14737
FUEL-02565,TRP-2565,AST-067,DRV-060,2024-07-18,00:00:00,Rwanda,Gisenyi,Total - Gisenyi,Diesel,50.5,1470,74235.0,57.16,26685,5.9,Cash,FUEL-65787
FUEL-02566,TRP-2566,AST-053,DRV-080,2024-10-26,00:00:00,Ethiopia,Bahir Dar,Total - Bahir Dar,Diesel,139.3,67,9333.1,168.0,80577,5.5,Company Card,FUEL-32187
FUEL-02567,TRP-2567,AST-081,DRV-122,2024-05-15,00:00:00,Uganda,Jinja,Shell - Jinja,Diesel,53.3,6200,330460.0,89.22,236499,5.7,Cash,FUEL-92269
FUEL-02568,TRP-2568,AST-089,DRV-007,2024-02-10,00:00:00,Kenya,Mombasa,Shell - Mombasa,Diesel,113.2,175,19810.0,152.54,129241,5.8,Cash,FUEL-29614
FUEL-02569,TRP-2569,AST-078,DRV-132,2024-02-16,00:00:00,Uganda,Kampala,Puma Energy - Kampala,Diesel,88.7,6200,549940.0,148.48,138672,5.1,Company Card,FUEL-80632
FUEL-02570,TRP-2570,AST-022,DRV-140,2024-03-22,00:00:00,Rwanda,Butare,Kobil - Butare,Diesel,51.5,1470,75705.0,58.29,218969,5.5,Company Card,FUEL-87949
FUEL-02571,TRP-2571,AST-004,DRV-078,2024-06-15,00:00:00,Tanzania,Dar es Salaam,Kobil - Dar es Salaam,Diesel,39.4,4850,191090.0,76.44,114161,6.0,Company Card,FUEL-44971
FUEL-02572,TRP-2572,AST-045,DRV-099,2024-09-12,00:00:00,Ethiopia,Bahir Dar,Total - Bahir Dar,Diesel,123.5,67,8274.5,148.94,108901,5.6,Cash,FUEL-54633
FUEL-02573,TRP-2573,AST-019,DRV-071,2024-09-30,00:00:00,Kenya,Nakuru,Total - Nakuru,Diesel,125.0,175,21875.0,168.44,136595,5.4,Company Card,FUEL-41803
FUEL-02574,TRP-2574,AST-010,DRV-030,2024-01-10,00:00:00,Tanzania,Mbeya,Puma Energy - Mbeya,Diesel,123.5,4850,598975.0,239.59,203433,6.0,Cash,FUEL-69653
FUEL-02575,TRP-2575,AST-038,DRV-119,2024-07-29,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,53.1,175,9292.5,71.55,40625,5.6,Cash,FUEL-47720
FUEL-02576,TRP-2576,AST-105,DRV-043,2024-04-22,00:00:00,Uganda,Jinja,Puma Energy - Jinja,Diesel,46.2,6200,286440.0,77.34,219079,5.8,Cash,FUEL-14172
FUEL-02577,TRP-2577,AST-011,DRV-085,2024-11-10,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,99.7,175,17447.5,134.35,166543,6.1,Company Card,FUEL-73707
FUEL-02578,TRP-2578,AST-078,DRV-132,2024-03-01,00:00:00,Uganda,Mbarara,Total - Mbarara,Diesel,219.1,6200,1358420.0,366.77,141192,5.9,Company Card,FUEL-42096
FUEL-02579,TRP-2579,AST-001,DRV-084,2024-08-21,00:00:00,Uganda,Gulu,Shell - Gulu,Diesel,162.8,6200,1009360.0,272.53,41148,5.7,Company Card,FUEL-79528
FUEL-02580,TRP-2580,AST-020,DRV-104,2025-01-03,00:00:00,Rwanda,Cyangugu,Total - Cyangugu,Diesel,80.5,1470,118335.0,91.12,160703,5.0,Company Card,FUEL-12344
FUEL-02581,TRP-2581,AST-061,DRV-125,2024-08-31,00:00:00,Rwanda,Gisenyi,Puma Energy - Gisenyi,Diesel,11.6,1470,17052.0,13.13,89183,5.7,Company Card,FUEL-20806
FUEL-02582,TRP-2582,AST-109,DRV-047,2024-01-19,00:00:00,Kenya,Kisumu,Shell - Kisumu,Diesel,97.3,175,17027.5,131.11,160606,6.4,Cash,FUEL-72855
FUEL-02583,TRP-2583,AST-081,DRV-122,2025-02-04,00:00:00,Uganda,Kampala,Total - Kampala,Diesel,201.3,6200,1248060.0,336.98,236741,6.0,Cash,FUEL-77770
FUEL-02584,TRP-2584,AST-063,DRV-133,2024-08-12,00:00:00,Tanzania,Mwanza,Total - Mwanza,Diesel,14.3,4850,69355.0,27.74,88097,6.2,Cash,FUEL-38356
FUEL-02585,TRP-2585,AST-063,DRV-133,2025-02-21,00:00:00,Tanzania,Arusha,Puma Energy - Arusha,Diesel,83.7,4850,405945.0,162.38,93228,6.5,Cash,FUEL-96022
FUEL-02586,TRP-2586,AST-076,DRV-041,2024-12-19,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,69.1,175,12092.5,93.11,150421,5.6,Cash,FUEL-41122
FUEL-02587,TRP-2587,AST-101,DRV-109,2025-02-16,00:00:00,Ethiopia,Dire Dawa,Total - Dire Dawa,Diesel,17.3,67,1159.1,20.86,209707,6.1,Company Card,FUEL-44766
FUEL-02588,TRP-2588,AST-014,DRV-099,2025-02-09,00:00:00,Ethiopia,Dire Dawa,Kobil - Dire Dawa,Diesel,165.8,67,11108.6,199.95,212822,5.7,Cash,FUEL-19848
FUEL-02589,TRP-2589,AST-018,DRV-029,2024-08-11,00:00:00,Kenya,Mombasa,Puma Energy - Mombasa,Diesel,111.3,175,19477.5,149.98,212028,5.0,Company Card,FUEL-90899
FUEL-02590,TRP-2590,AST-038,DRV-119,2024-04-23,00:00:00,Kenya,Nakuru,Shell - Nakuru,Diesel,97.9,175,17132.5,131.92,41779,5.1,Cash,FUEL-38067
FUEL-02591,TRP-2591,AST-037,DRV-101,2025-02-10,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,252.4,175,44170.0,340.11,158707,5.1,Company Card,FUEL-43491
FUEL-02592,TRP-2592,AST-076,DRV-041,2024-01-23,00:00:00,Kenya,Kisumu,Puma Energy - Kisumu,Diesel,191.8,175,33565.0,258.45,150932,6.4,Company Card,FUEL-38829
FUEL-02593,TRP-2593,AST-028,DRV-092,2024-12-31,00:00:00,Kenya,Eldoret,Shell - Eldoret,Diesel,12.9,175,2257.5,17.38,138490,5.4,Company Card,FUEL-52007
FUEL-02594,TRP-2594,AST-040,DRV-070,2024-03-09,00:00:00,Kenya,Nairobi,Kobil - Nairobi,Diesel,99.6,175,17430.0,134.21,194131,5.4,Company Card,FUEL-61004
FUEL-02595,TRP-2595,AST-112,DRV-057,2024-12-07,00:00:00,Tanzania,Mwanza,Puma Energy - Mwanza,Diesel,132.4,4850,642140.0,256.86,165492,5.1,Cash,FUEL-14800
FUEL-02596,TRP-2596,AST-045,DRV-099,2024-12-02,00:00:00,Ethiopia,Mekele,Total - Mekele,Diesel,201.8,67,13520.6,243.37,107445,5.0,Company Card,FUEL-64800
FUEL-02597,TRP-2597,AST-037,DRV-101,2024-03-15,00:00:00,Kenya,Eldoret,Kobil - Eldoret,Diesel,17.6,175,3080.0,23.72,156439,6.0,Cash,FUEL-85076
FUEL-02598,TRP-2598,AST-065,DRV-124,2024-10-07,00:00:00,Uganda,Entebbe,Shell - Entebbe,Diesel,25.4,6200,157480.0,42.52,227891,5.5,Company Card,FUEL-79365
