invoice_id,trip_id,client_id,invoice_date,due_date,invoice_amount_usd,tax_amount_usd,total_amount_usd,payment_status,payment_date,payment_method,currency,exchange_rate_to_usd,late_payment_days,discount_applied_usd,outstanding_amount_usd
INV-2558,TRP-2558,CLT-004,2024-07-12,2024-08-11,1566.4,281.95,1848.35,Paid,2024-07-31,Bank Transfer,KES,0.0077,0,0,0
INV-2559,TRP-2559,CLT-044,2024-04-16,2024-05-16,399.1,71.84,470.94,Paid,2024-05-11,Check,UGX,0.00027,0,0,0
INV-2560,TRP-2560,CLT-044,2024-04-01,2024-05-01,158.22,28.48,186.7,Paid,2024-04-20,Cash,TZS,0.0004,0,0,0
INV-2561,TRP-2561,CLT-018,2025-02-09,2025-04-10,268.52,48.33,316.85,Paid,2025-03-16,Bank Transfer,RWF,0.00077,0,0,0
INV-2562,TRP-2562,CLT-010,2024-04-02,2024-06-01,1245.42,224.18,1469.6,Paid,2024-05-16,Bank Transfer,KES,0.0077,0,0,0
INV-2563,TRP-2563,CLT-024,2024-09-16,2024-10-16,1645.2,296.14,1941.34,Paid,2024-10-04,Bank Transfer,UGX,0.00027,0,0,0
INV-2564,TRP-2564,CLT-075,2024-04-11,2024-05-26,2155.6,388.01,2543.61,Unpaid,,,UGX,0.00027,645,0,2543.61
INV-2565,TRP-2565,CLT-021,2024-07-21,2024-09-04,290.4,52.27,342.67,Paid,2024-08-14,Check,RWF,0.00077,0,0,0
INV-2566,TRP-2566,CLT-069,2024-10-27,2024-11-11,1061.2,191.02,1252.22,Partially Paid,2024-11-26,Bank Transfer,ETB,0.018,15,0,583.3
INV-2567,TRP-2567,CLT-013,2024-05-16,2024-06-30,630.75,113.53,744.28,Paid,2024-06-09,Mobile Money,UGX,0.00027,0,0,0
INV-2568,TRP-2568,CLT-006,2024-02-12,2024-03-28,823.9,148.3,972.2,Paid,2024-03-25,Bank Transfer,KES,0.0077,0,0,0
INV-2569,TRP-2569,CLT-040,2024-02-19,2024-04-19,414.0,74.52,488.52,Paid,2024-04-08,Mobile Money,UGX,0.00027,0,0,0
INV-2570,TRP-2570,CLT-047,2024-03-24,2024-04-23,617.4,111.13,728.53,Paid,2024-04-18,Bank Transfer,RWF,0.00077,0,0,0
INV-2571,TRP-2571,CLT-006,2024-06-17,2024-08-01,381.04,68.59,449.63,Paid,2024-07-11,Check,TZS,0.0004,0,0,0
INV-2572,TRP-2572,CLT-069,2024-09-15,2024-09-30,678.48,122.13,800.61,Paid,2024-09-26,Cash,ETB,0.018,0,0,0
INV-2573,TRP-2573,CLT-021,2024-10-03,2024-11-17,786.45,141.56,928.01,Paid,2024-11-05,Check,KES,0.0077,0,0,0
INV-2574,TRP-2574,CLT-059,2024-01-13,2024-02-27,1581.75,284.71,1866.46,Paid,2024-02-24,Mobile Money,TZS,0.0004,0,0,0
INV-2575,TRP-2575,CLT-036,2024-07-31,2024-08-30,277.3,49.91,327.21,Paid,2024-08-20,Mobile Money,KES,0.0077,0,0,0
INV-2576,TRP-2576,CLT-020,2024-04-24,2024-06-23,1734.0,312.12,2046.12,Paid,2024-05-31,Cash,UGX,0.00027,0,86.7,0
INV-2577,TRP-2577,CLT-021,2024-11-11,2024-12-26,244.62,44.03,288.65,Paid,2024-12-24,Check,KES,0.0077,0,0,0
INV-2578,TRP-2578,CLT-004,2024-03-03,2024-04-02,1105.2,198.94,1304.14,Paid,2024-03-26,Bank Transfer,UGX,0.00027,0,0,0
INV-2579,TRP-2579,CLT-030,2024-08-24,2024-10-08,2550.0,459.0,3009.0,Paid,2024-10-12,Bank Transfer,UGX,0.00027,4,127.5,0
INV-2580,TRP-2580,CLT-006,2025-01-05,2025-02-19,672.66,121.08,793.74,Paid,2025-02-15,Mobile Money,RWF,0.00077,0,0,0
INV-2581,TRP-2581,CLT-010,2024-09-03,2024-11-02,1051.2,189.22,1240.42,Paid,2024-10-08,Cash,RWF,0.00077,0,0,0
INV-2582,TRP-2582,CLT-001,2024-01-21,2024-02-20,905.94,163.07,1069.01,Paid,2024-02-20,Check,KES,0.0077,0,0,0
INV-2583,TRP-2583,CLT-056,2025-02-07,2025-02-22,1808.1,325.46,2133.56,Paid,2025-02-21,Mobile Money,UGX,0.00027,0,90.41,0
INV-2584,TRP-2584,CLT-007,2024-08-13,2024-10-12,340.8,61.34,402.14,Paid,2024-09-16,Mobile Money,TZS,0.0004,0,0,0
INV-2585,TRP-2585,CLT-005,2025-02-23,2025-03-25,259.0,46.62,305.62,Paid,2025-03-28,Mobile Money,TZS,0.0004,3,0,0
INV-2586,TRP-2586,CLT-051,2024-12-21,2025-02-04,455.35,81.96,537.31,Paid,2025-01-29,Mobile Money,KES,0.0077,0,0,0
INV-2587,TRP-2587,CLT-051,2025-02-19,2025-04-05,1629.6,293.33,1922.93,Paid,2025-03-17,Cash,ETB,0.018,0,0,0
INV-2588,TRP-2588,CLT-043,2025-02-10,2025-02-25,1692.8,304.7,1997.5,Paid,2025-02-28,Bank Transfer,ETB,0.018,3,0,0
INV-2589,TRP-2589,CLT-067,2024-08-12,2024-08-27,1066.8,192.02,1258.82,Paid,2024-08-22,Cash,KES,0.0077,0,0,0
INV-2590,TRP-2590,CLT-053,2024-04-26,2024-06-10,1029.16,185.25,1214.41,Paid,2024-05-27,Check,KES,0.0077,0,0,0
INV-2591,TRP-2591,CLT-044,2025-02-11,2025-03-13,270.6,48.71,319.31,Paid,2025-03-03,Bank Transfer,KES,0.0077,0,0,0
INV-2592,TRP-2592,CLT-048,2024-01-25,2024-03-25,91.6,16.49,108.09,Paid,2024-03-01,Bank Transfer,KES,0.0077,0,0,0
INV-2593,TRP-2593,CLT-014,2025-01-03,2025-02-17,1156.54,208.18,1364.72,Paid,2025-02-12,Check,KES,0.0077,0,0,0
INV-2594,TRP-2594,CLT-013,2024-03-12,2024-04-26,115.5,20.79,136.29,Paid,2024-04-09,Mobile Money,KES,0.0077,0,0,0
INV-2595,TRP-2595,CLT-021,2024-12-08,2025-01-22,622.2,112.0,734.2,Unpaid,,,TZS,0.0004,404,0,734.2
INV-2596,TRP-2596,CLT-005,2024-12-05,2025-01-04,444.75,80.05,524.8,Paid,2024-12-29,Cash,ETB,0.018,0,0,0
INV-2597,TRP-2597,CLT-022,2024-03-16,2024-04-30,110.28,19.85,130.13,Unpaid,,,KES,0.0077,671,0,130.13
INV-2598,TRP-2598,CLT-043,2024-10-09,2024-10-24,1276.8,229.82,1506.62,Paid,2024-10-23,Check,UGX,0.00027,0,0,0
INV-2599,TRP-2599,CLT-050,2024-02-04,2024-03-05,116.28,20.93,137.21,Paid,2024-02-20,Cash,RWF,0.00077,0,0,0
INV-2600,TRP-2600,CLT-059,2024-06-17,2024-08-01,392.1,70.58,462.68,Partially Paid,2024-08-16,Mobile Money,TZS,0.0004,15,0,181.23
INV-2601,TRP-2601,CLT-004,2024-12-24,2025-01-23,1227.38,220.93,1448.31,Paid,2025-01-26,Mobile Money,ETB,0.018,3,0,0
INV-2602,TRP-2602,CLT-031,2024-08-22,2024-09-06,1675.1,301.52,1976.62,Paid,2024-09-11,Bank Transfer,KES,0.0077,5,0,0
INV-2603,TRP-2603,CLT-020,2024-12-13,2025-02-11,4386.0,789.48,5175.48,Paid,2025-02-11,Mobile Money,TZS,0.0004,0,219.3,0
INV-2604,TRP-2604,CLT-020,2024-01-06,2024-03-06,6819.6,1227.53,8047.13,Paid,2024-03-09,Check,RWF,0.00077,3,340.98,0
INV-2605,TRP-2605,CLT-014,2024-07-25,2024-09-08,231.84,41.73,273.57,Paid,2024-08-31,Mobile Money,KES,0.0077,0,0,0
INV-2606,TRP-2606,CLT-025,2024-08-17,2024-09-01,267.12,48.08,315.2,Paid,2024-08-27,Check,TZS,0.0004,0,0,0
INV-2607,TRP-2607,CLT-056,2024-09-25,2024-10-10,4114.8,740.66,4855.46,Paid,2024-10-15,Check,UGX,0.00027,5,205.74,0
INV-2608,TRP-2608,CLT-029,2024-07-22,2024-08-06,176.4,31.75,208.15,Unpaid,,,RWF,0.00077,573,0,208.15
INV-2609,TRP-2609,CLT-074,2024-12-08,2024-12-23,600.6,108.11,708.71,Paid,2024-12-27,Cash,UGX,0.00027,4,0,0
INV-2610,TRP-2610,CLT-013,2024-02-13,2024-03-29,1527.68,274.98,1802.66,Paid,2024-03-20,Check,KES,0.0077,0,0,0
INV-2611,TRP-2611,CLT-013,2024-12-24,2025-02-07,1186.92,213.65,1400.57,Paid,2025-01-16,Mobile Money,TZS,0.0004,0,0,0
INV-2612,TRP-2612,CLT-047,2024-07-05,2024-08-04,8283.6,1491.05,9774.65,Paid,2024-08-01,Mobile Money,UGX,0.00027,0,414.18,0
INV-2613,TRP-2613,CLT-019,2025-01-01,2025-01-31,1647.45,296.54,1943.99,Paid,2025-01-21,Mobile Money,KES,0.0077,0,0,0
INV-2614,TRP-2614,CLT-013,2024-11-14,2024-12-29,100.8,18.14,118.94,Paid,2024-12-10,Cash,KES,0.0077,0,0,0
INV-2615,TRP-2615,CLT-013,2025-02-17,2025-04-03,428.0,77.04,505.04,Paid,2025-03-22,Mobile Money,ETB,0.018,0,0,0
INV-2616,TRP-2616,CLT-072,2025-01-11,2025-01-26,383.2,68.98,452.18,Paid,2025-01-21,Cash,UGX,0.00027,0,0,0
INV-2617,TRP-2617,CLT-024,2025-01-12,2025-02-11,602.25,108.41,710.65,Paid,2025-02-08,Check,ETB,0.018,0,0,0
INV-2618,TRP-2618,CLT-024,2024-09-14,2024-10-14,116.55,20.98,137.53,Paid,2024-10-13,Cash,RWF,0.00077,0,0,0
INV-2619,TRP-2619,CLT-014,2024-01-14,2024-02-28,1592.64,286.68,1879.32,Unpaid,,,KES,0.0077,733,0,1879.32
INV-2620,TRP-2620,CLT-050,2024-01-02,2024-02-01,723.78,130.28,854.06,Partially Paid,2024-02-13,Cash,RWF,0.00077,12,0,292.09
INV-2621,TRP-2621,CLT-051,2024-05-15,2024-06-29,6924.0,1246.32,8170.32,Partially Paid,2024-07-01,Cash,RWF,0.00077,2,0,4805.12
INV-2622,TRP-2622,CLT-006,2024-12-16,2025-01-30,815.55,146.8,962.35,Paid,2025-01-24,Check,KES,0.0077,0,0,0
INV-2623,TRP-2623,CLT-036,2025-01-24,2025-02-23,562.32,101.22,663.54,Paid,2025-02-12,Check,KES,0.0077,0,0,0
INV-2624,TRP-2624,CLT-051,2025-01-02,2025-02-16,791.4,142.45,933.85,Paid,2025-02-09,Mobile Money,KES,0.0077,0,0,0
INV-2625,TRP-2625,CLT-021,2024-02-24,2024-04-09,133.56,24.04,157.6,Paid,2024-04-06,Check,KES,0.0077,0,0,0
INV-2626,TRP-2626,CLT-053,2025-02-27,2025-04-13,845.28,152.15,997.43,Paid,2025-03-30,Bank Transfer,KES,0.0077,0,0,0
INV-2627,TRP-2627,CLT-034,2024-08-14,2024-09-28,512.7,92.29,604.99,Paid,2024-09-18,Bank Transfer,ETB,0.018,0,0,0
INV-2628,TRP-2628,CLT-013,2024-11-30,2025-01-14,292.6,52.67,345.27,Paid,2025-01-05,Cash,KES,0.0077,0,0,0
INV-2629,TRP-2629,CLT-018,2024-10-14,2024-12-13,515.48,92.79,608.27,Paid,2024-12-18,Bank Transfer,KES,0.0077,5,0,0
INV-2630,TRP-2630,CLT-044,2024-05-10,2024-06-09,819.84,147.57,967.41,Paid,2024-05-25,Check,KES,0.0077,0,0,0
INV-2631,TRP-2631,CLT-008,2024-11-25,2025-01-24,1741.6,313.49,2055.09,Paid,2025-01-29,Check,KES,0.0077,5,87.08,0
INV-2632,TRP-2632,CLT-069,2024-09-18,2024-10-03,911.9,164.14,1076.04,Paid,2024-10-07,Bank Transfer,KES,0.0077,4,0,0
INV-2633,TRP-2633,CLT-001,2025-01-05,2025-02-04,829.0,149.22,978.22,Paid,2025-02-03,Cash,KES,0.0077,0,0,0
INV-2634,TRP-2634,CLT-005,2024-06-02,2024-07-02,876.24,157.72,1033.96,Paid,2024-06-22,Check,KES,0.0077,0,0,0
INV-2635,TRP-2635,CLT-017,2024-01-19,2024-02-18,517.86,93.21,611.07,Paid,2024-02-11,Cash,UGX,0.00027,0,0,0
INV-2636,TRP-2636,CLT-067,2024-09-07,2024-09-22,3903.6,702.65,4606.25,Partially Paid,2024-10-01,Cash,KES,0.0077,9,0,1650.61
INV-2637,TRP-2637,CLT-025,2024-04-29,2024-05-14,1412.88,254.32,1667.2,Paid,2024-05-15,Check,KES,0.0077,1,0,0
INV-2638,TRP-2638,CLT-044,2024-02-07,2024-03-08,649.0,116.82,765.82,Paid,2024-02-27,Mobile Money,KES,0.0077,0,0,0
INV-2639,TRP-2639,CLT-001,2024-05-13,2024-06-12,233.75,42.07,275.82,Unpaid,,,RWF,0.00077,628,0,275.82
INV-2640,TRP-2640,CLT-008,2024-08-14,2024-10-13,1188.04,213.85,1401.89,Paid,2024-10-08,Bank Transfer,RWF,0.00077,0,0,0
INV-2641,TRP-2641,CLT-056,2024-09-14,2024-09-29,1242.15,223.59,1465.74,Paid,2024-10-04,Bank Transfer,TZS,0.0004,5,0,0
INV-2642,TRP-2642,CLT-001,2024-06-13,2024-07-13,2298.8,413.78,2712.58,Paid,2024-07-03,Check,UGX,0.00027,0,114.94,0
INV-2643,TRP-2643,CLT-037,2024-02-28,2024-03-14,1139.88,205.18,1345.06,Paid,2024-03-08,Bank Transfer,TZS,0.0004,0,0,0
INV-2644,TRP-2644,CLT-035,2024-08-14,2024-08-29,729.15,131.25,860.4,Paid,2024-08-31,Check,TZS,0.0004,2,0,0
INV-2645,TRP-2645,CLT-059,2024-07-18,2024-09-01,579.15,104.25,683.4,Paid,2024-08-28,Bank Transfer,ETB,0.018,0,0,0
INV-2646,TRP-2646,CLT-001,2024-08-12,2024-09-11,1793.6,322.85,2116.45,Paid,2024-08-30,Mobile Money,TZS,0.0004,0,89.68,0
INV-2647,TRP-2647,CLT-055,2024-04-29,2024-05-14,4108.8,739.58,4848.38,Paid,2024-05-11,Bank Transfer,KES,0.0077,0,205.44,0
INV-2648,TRP-2648,CLT-027,2024-11-18,2025-01-17,198.45,35.72,234.17,Paid,2025-01-14,Check,RWF,0.00077,0,0,0
INV-2649,TRP-2649,CLT-047,2024-11-20,2024-12-20,842.64,151.68,994.32,Paid,2024-12-17,Cash,UGX,0.00027,0,0,0
INV-2650,TRP-2650,CLT-010,2024-05-11,2024-07-10,313.3,56.39,369.69,Paid,2024-06-15,Cash,KES,0.0077,0,0,0
INV-2651,TRP-2651,CLT-022,2024-02-26,2024-04-11,171.6,30.89,202.49,Paid,2024-04-10,Mobile Money,KES,0.0077,0,0,0
INV-2652,TRP-2652,CLT-044,2024-09-21,2024-10-21,4398.0,791.64,5189.64,Paid,2024-10-08,Cash,UGX,0.00027,0,219.9,0
INV-2653,TRP-2653,CLT-018,2024-02-04,2024-04-04,443.6,79.85,523.45,Paid,2024-04-08,Mobile Money,TZS,0.0004,4,0,0
INV-2654,TRP-2654,CLT-066,2025-02-20,2025-03-22,494.4,88.99,583.39,Unpaid,,,TZS,0.0004,345,0,583.39
INV-2655,TRP-2655,CLT-004,2024-03-23,2024-04-22,1015.08,182.71,1197.79,Partially Paid,2024-04-22,Cash,UGX,0.00027,0,0,628.33
INV-2656,TRP-2656,CLT-024,2024-10-13,2024-11-12,2188.8,393.98,2582.78,Paid,2024-11-12,Check,TZS,0.0004,0,109.44,0
INV-2657,TRP-2657,CLT-051,2024-06-24,2024-08-08,6817.2,1227.1,8044.3,Paid,2024-08-04,Bank Transfer,KES,0.0077,0,340.86,0
INV-2658,TRP-2658,CLT-074,2024-06-07,2024-06-22,1145.55,206.2,1351.75,Paid,2024-06-18,Mobile Money,KES,0.0077,0,0,0
INV-2659,TRP-2659,CLT-005,2024-10-30,2024-11-29,5722.8,1030.1,6752.9,Paid,2024-11-25,Cash,KES,0.0077,0,286.14,0
INV-2660,TRP-2660,CLT-010,2025-01-01,2025-03-02,1302.18,234.39,1536.57,Paid,2025-03-01,Bank Transfer,UGX,0.00027,0,0,0
INV-2661,TRP-2661,CLT-029,2024-12-06,2024-12-21,800.1,144.02,944.12,Paid,2024-12-23,Cash,ETB,0.018,2,0,0
INV-2662,TRP-2662,CLT-013,2025-02-09,2025-03-26,643.2,115.78,758.98,Paid,2025-03-07,Cash,KES,0.0077,0,0,0
INV-2663,TRP-2663,CLT-029,2024-03-06,2024-03-21,687.45,123.74,811.19,Paid,2024-03-24,Check,KES,0.0077,3,0,0
INV-2664,TRP-2664,CLT-047,2024-12-24,2025-01-23,1935.6,348.41,2284.01,Paid,2025-01-26,Mobile Money,KES,0.0077,3,96.78,0
INV-2665,TRP-2665,CLT-024,2024-12-20,2025-01-19,776.0,139.68,915.68,Paid,2025-01-17,Cash,TZS,0.0004,0,0,0
INV-2666,TRP-2666,CLT-048,2025-02-15,2025-04-16,727.74,130.99,858.73,Paid,2025-03-25,Check,TZS,0.0004,0,0,0
INV-2667,TRP-2667,CLT-013,2025-02-24,2025-04-10,746.1,134.3,880.4,Paid,2025-04-12,Check,TZS,0.0004,2,0,0
INV-2668,TRP-2668,CLT-043,2024-08-21,2024-09-05,1258.0,226.44,1484.44,Paid,2024-09-01,Mobile Money,KES,0.0077,0,0,0
INV-2669,TRP-2669,CLT-044,2024-06-16,2024-07-16,1265.44,227.78,1493.22,Paid,2024-07-20,Cash,ETB,0.018,4,0,0
INV-2670,TRP-2670,CLT-056,2024-08-16,2024-08-31,862.2,155.2,1017.4,Paid,2024-08-24,Mobile Money,KES,0.0077,0,0,0
INV-2671,TRP-2671,CLT-035,2024-12-06,2024-12-21,339.0,61.02,400.02,Paid,2024-12-16,Check,TZS,0.0004,0,0,0
INV-2672,TRP-2672,CLT-047,2024-09-04,2024-10-04,914.4,164.59,1078.99,Paid,2024-09-29,Bank Transfer,RWF,0.00077,0,0,0
INV-2673,TRP-2673,CLT-067,2024-05-28,2024-06-12,7130.4,1283.47,8413.87,Paid,2024-06-09,Check,KES,0.0077,0,356.52,0
INV-2674,TRP-2674,CLT-074,2024-04-04,2024-04-19,2387.0,429.66,2816.66,Paid,2024-04-20,Check,UGX,0.00027,1,119.35,0
INV-2675,TRP-2675,CLT-026,2025-03-01,2025-03-31,412.08,74.17,486.25,Paid,2025-03-19,Mobile Money,RWF,0.00077,0,0,0
INV-2676,TRP-2676,CLT-013,2024-10-01,2024-11-15,1373.68,247.26,1620.94,Paid,2024-11-03,Cash,KES,0.0077,0,0,0
INV-2677,TRP-2677,CLT-029,2025-02-15,2025-03-02,2083.48,375.03,2458.51,Paid,2025-03-02,Check,KES,0.0077,0,104.17,0
INV-2678,TRP-2678,CLT-024,2024-03-05,2024-04-04,1146.0,206.28,1352.28,Paid,2024-04-06,Mobile Money,KES,0.0077,2,0,0
INV-2679,TRP-2679,CLT-006,2025-01-02,2025-02-16,100.26,18.05,118.31,Unpaid,,,KES,0.0077,379,0,118.31
INV-2680,TRP-2680,CLT-050,2024-02-20,2024-03-21,4585.2,825.34,5410.54,Paid,2024-03-11,Cash,KES,0.0077,0,229.26,0
INV-2681,TRP-2681,CLT-069,2024-05-05,2024-05-20,645.36,116.16,761.52,Paid,2024-05-14,Bank Transfer,UGX,0.00027,0,0,0
INV-2682,TRP-2682,CLT-044,2024-10-15,2024-11-14,918.68,165.36,1084.04,Paid,2024-11-19,Cash,KES,0.0077,5,0,0
INV-2683,TRP-2683,CLT-018,2024-08-24,2024-10-23,1924.44,346.4,2270.84,Partially Paid,2024-10-28,Mobile Money,KES,0.0077,5,0,958.56
INV-2684,TRP-2684,CLT-059,2024-04-28,2024-06-12,658.5,118.53,777.03,Unpaid,,,KES,0.0077,628,0,777.03
INV-2685,TRP-2685,CLT-007,2025-02-28,2025-04-29,952.0,171.36,1123.36,Partially Paid,2025-04-29,Mobile Money,TZS,0.0004,0,0,667.72
INV-2686,TRP-2686,CLT-020,2025-01-19,2025-03-20,794.25,142.97,937.22,Unpaid,,,KES,0.0077,347,0,937.22
INV-2687,TRP-2687,CLT-020,2024-09-05,2024-11-04,1209.25,217.66,1426.91,Paid,2024-10-25,Cash,TZS,0.0004,0,0,0
INV-2688,TRP-2688,CLT-040,2024-03-04,2024-05-03,610.32,109.86,720.18,Paid,2024-04-14,Mobile Money,ETB,0.018,0,0,0
INV-2689,TRP-2689,CLT-004,2025-02-24,2025-03-26,1233.98,222.12,1456.1,Paid,2025-03-19,Mobile Money,UGX,0.00027,0,0,0
INV-2690,TRP-2690,CLT-050,2024-10-22,2024-11-21,5982.0,1076.76,7058.76,Paid,2024-11-19,Check,ETB,0.018,0,299.1,0
INV-2691,TRP-2691,CLT-001,2024-05-25,2024-06-24,124.2,22.36,146.56,Paid,2024-06-16,Bank Transfer,RWF,0.00077,0,0,0
INV-2692,TRP-2692,CLT-037,2024-03-26,2024-04-10,810.04,145.81,955.85,Paid,2024-04-06,Check,KES,0.0077,0,0,0
INV-2693,TRP-2693,CLT-013,2025-02-21,2025-04-07,327.12,58.88,386.0,Paid,2025-03-29,Cash,KES,0.0077,0,0,0
INV-2694,TRP-2694,CLT-040,2024-03-17,2024-05-16,108.96,19.61,128.57,Paid,2024-04-23,Cash,KES,0.0077,0,0,0
INV-2695,TRP-2695,CLT-044,2024-06-25,2024-07-25,342.72,61.69,404.41,Paid,2024-07-23,Bank Transfer,KES,0.0077,0,0,0
INV-2696,TRP-2696,CLT-029,2024-09-17,2024-10-02,213.75,38.48,252.22,Paid,2024-10-03,Cash,KES,0.0077,1,0,0
INV-2697,TRP-2697,CLT-022,2024-08-08,2024-09-22,790.2,142.24,932.44,Paid,2024-09-27,Bank Transfer,KES,0.0077,5,0,0
INV-2698,TRP-2698,CLT-002,2024-06-04,2024-07-19,100.92,18.17,119.09,Paid,2024-07-17,Cash,RWF,0.00077,0,0,0
INV-2699,TRP-2699,CLT-037,2024-11-19,2024-12-04,245.56,44.2,289.76,Paid,2024-12-05,Bank Transfer,KES,0.0077,1,0,0
INV-2700,TRP-2700,CLT-008,2024-05-14,2024-07-13,600.25,108.05,708.29,Partially Paid,2024-07-15,Bank Transfer,UGX,0.00027,2,0,387.58
INV-2701,TRP-2701,CLT-018,2024-05-19,2024-07-18,1150.0,207.0,1357.0,Paid,2024-07-14,Check,TZS,0.0004,0,0,0
INV-2702,TRP-2702,CLT-016,2024-09-09,2024-10-24,1689.8,304.16,1993.96,Paid,2024-10-12,Check,KES,0.0077,0,0,0
INV-2703,TRP-2703,CLT-024,2024-11-13,2024-12-13,812.25,146.2,958.45,Paid,2024-11-28,Mobile Money,ETB,0.018,0,0,0
INV-2704,TRP-2704,CLT-029,2024-07-20,2024-08-04,226.8,40.82,267.62,Paid,2024-07-28,Mobile Money,KES,0.0077,0,0,0
INV-2705,TRP-2705,CLT-030,2024-10-15,2024-11-29,2228.8,401.18,2629.98,Paid,2024-11-11,Mobile Money,KES,0.0077,0,111.44,0
INV-2706,TRP-2706,CLT-035,2024-12-09,2024-12-24,647.6,116.57,764.17,Paid,2024-12-17,Mobile Money,RWF,0.00077,0,0,0
INV-2707,TRP-2707,CLT-009,2024-09-24,2024-11-08,126.6,22.79,149.39,Paid,2024-11-05,Cash,RWF,0.00077,0,0,0
INV-2708,TRP-2708,CLT-029,2025-01-24,2025-02-08,841.8,151.52,993.32,Paid,2025-02-06,Cash,ETB,0.018,0,0,0
INV-2709,TRP-2709,CLT-003,2025-01-09,2025-01-24,485.4,87.37,572.77,Paid,2025-01-20,Mobile Money,TZS,0.0004,0,0,0
INV-2710,TRP-2710,CLT-021,2025-01-30,2025-03-16,185.9,33.46,219.36,Paid,2025-03-04,Cash,RWF,0.00077,0,0,0
INV-2711,TRP-2711,CLT-016,2024-10-23,2024-12-07,105.5,18.99,124.49,Paid,2024-11-22,Cash,TZS,0.0004,0,0,0
INV-2712,TRP-2712,CLT-016,2025-01-22,2025-03-08,619.2,111.46,730.66,Paid,2025-03-07,Bank Transfer,RWF,0.00077,0,0,0
INV-2713,TRP-2713,CLT-031,2025-01-06,2025-01-21,76.8,13.82,90.62,Paid,2025-01-20,Check,ETB,0.018,0,0,0
INV-2714,TRP-2714,CLT-035,2025-02-22,2025-03-09,2724.8,490.46,3215.26,Partially Paid,2025-03-10,Mobile Money,RWF,0.00077,1,0,1794.42
INV-2715,TRP-2715,CLT-044,2024-09-08,2024-10-08,202.4,36.43,238.83,Paid,2024-10-09,Check,TZS,0.0004,1,0,0
INV-2716,TRP-2716,CLT-059,2024-07-09,2024-08-23,1515.0,272.7,1787.7,Paid,2024-08-28,Mobile Money,TZS,0.0004,5,0,0
INV-2717,TRP-2717,CLT-059,2024-09-20,2024-11-04,1852.9,333.52,2186.42,Paid,2024-10-28,Bank Transfer,KES,0.0077,0,92.65,0
INV-2718,TRP-2718,CLT-010,2024-01-17,2024-03-17,373.8,67.28,441.08,Paid,2024-03-22,Bank Transfer,KES,0.0077,5,0,0
INV-2719,TRP-2719,CLT-007,2024-07-31,2024-09-29,674.0,121.32,795.32,Paid,2024-10-01,Bank Transfer,KES,0.0077,2,0,0
INV-2720,TRP-2720,CLT-044,2024-10-13,2024-11-12,139.7,25.15,164.85,Paid,2024-11-17,Mobile Money,KES,0.0077,5,0,0
INV-2721,TRP-2721,CLT-001,2024-02-15,2024-03-16,655.56,118.0,773.56,Paid,2024-03-05,Mobile Money,KES,0.0077,0,0,0
INV-2722,TRP-2722,CLT-040,2024-06-24,2024-08-23,486.48,87.57,574.05,Paid,2024-08-25,Cash,ETB,0.018,2,0,0
INV-2723,TRP-2723,CLT-024,2024-08-10,2024-09-09,393.2,70.78,463.98,Unpaid,,,KES,0.0077,539,0,463.98
INV-2724,TRP-2724,CLT-001,2024-10-01,2024-10-31,1107.72,199.39,1307.11,Paid,2024-11-03,Check,UGX,0.00027,3,0,0
INV-2725,TRP-2725,CLT-066,2024-03-08,2024-04-07,1488.76,267.98,1756.74,Partially Paid,2024-04-22,Bank Transfer,KES,0.0077,15,0,967.3
INV-2726,TRP-2726,CLT-018,2024-12-19,2025-02-17,1903.72,342.67,2246.39,Paid,2025-02-14,Cash,UGX,0.00027,0,95.19,0
INV-2727,TRP-2727,CLT-018,2024-05-20,2024-07-19,566.4,101.95,668.35,Paid,2024-07-09,Mobile Money,RWF,0.00077,0,0,0
INV-2728,TRP-2728,CLT-010,2025-02-01,2025-04-02,1055.12,189.92,1245.04,Paid,2025-03-07,Check,KES,0.0077,0,0,0
INV-2729,TRP-2729,CLT-051,2024-04-19,2024-06-03,198.36,35.7,234.06,Unpaid,,,RWF,0.00077,637,0,234.06
INV-2730,TRP-2730,CLT-051,2024-03-13,2024-04-27,1208.4,217.51,1425.91,Paid,2024-04-23,Mobile Money,KES,0.0077,0,0,0
INV-2731,TRP-2731,CLT-051,2024-10-24,2024-12-08,4884.0,879.12,5763.12,Paid,2024-12-07,Mobile Money,KES,0.0077,0,244.2,0
INV-2732,TRP-2732,CLT-008,2024-08-06,2024-10-05,904.4,162.79,1067.19,Partially Paid,2024-10-07,Bank Transfer,ETB,0.018,2,0,733.08
INV-2733,TRP-2733,CLT-005,2025-02-04,2025-03-06,659.88,118.78,778.66,Paid,2025-03-10,Cash,KES,0.0077,4,0,0
INV-2734,TRP-2734,CLT-018,2024-08-31,2024-10-30,2088.4,375.91,2464.31,Paid,2024-09-30,Bank Transfer,KES,0.0077,0,104.42,0
INV-2735,TRP-2735,CLT-042,2024-07-26,2024-09-09,244.98,44.1,289.08,Paid,2024-08-27,Check,RWF,0.00077,0,0,0
INV-2736,TRP-2736,CLT-018,2024-02-03,2024-04-03,3487.2,627.7,4114.9,Paid,2024-03-15,Check,TZS,0.0004,0,174.36,0
INV-2737,TRP-2737,CLT-020,2024-03-16,2024-05-15,6372.0,1146.96,7518.96,Paid,2024-04-17,Cash,UGX,0.00027,0,318.6,0
